Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Senior Operations Geologist,Dubai,Dno ASA,None,"Ensure all data are recorded fully, qaqc-ed and archived correctly for later use in appropriate data management system including lessons learned.",Senior,None,2021-03-10
"Business Intelligence Engineer, Supply Chain",Dubai,ADS (Fujairah On-Shore),None,"Strong data analysis skills, ability to produce, interpret and draw conclusions from data. Data science background is a plus.",None,None,2021-02-19
Enterprise Data Engineer,Dubai,Scrips Inc. Ltd,None,The Enterprise Data Engineer is a key interface in operationalizing data and analytics that provide business insights management needs.,None,None,2021-03-18
Site Engineer with DM and Trakhees Approval,Dubai,Build Corp Interiors,None,"Gathering data, compiling reports, and delivering presentations to relevant stakeholders. To be successful as a Site Engineer, you should demonstrate strong…",None,5,2021-02-21
Sr. QA/QC Engineer/ Assistant QA/QC Manager,Dubai,HIDAYATH GROUP,None,"Directs workers engaged in measuring and testing product and tabulating data concerning materials, product, or process quality and reliability.",Senior,None,2021-02-19
Software Engineer,Dubai,unifonic,None,The responsibilities of the Software Engineer include but are not limited to: The Software Engineer will be working with a diverse team of engineers and…,None,None,2021-02-19
Sr. Selection Business Intelligence Engineer,Dubai,Amazon Middle East and NA FZ,None,"Ensure data accuracy by validating data for new and existing tools. Strong data presentation skills supported by extraordinary verbal, written communication.",Senior,None,2021-02-19
Staff Data Architect II,Dubai,Careem,None,"Ensure architecture data design according to data compliance, regulation and privacy. Experience on data governance and PII compliance.",Architect,None,2021-02-23
Azure Infra Engineer L3,Dubai,Axiom Technologies,None,Candidate must have hands-on data centre migration experience moving legacy systems to Azure. Axiom Technologies is an Australia based entity with the history…,None,None,2021-02-19
Senior Quantity Surveyor cum Pricing Engineer,Dubai,Guideline Interiors,None,Guideline Interiors co. looking for Quantity Surveyor & Pricing Engineer. Ø Prepare and maintain prices data base for all material used in projects.,Senior,None,2021-02-19
Virtualization/Infrastructure Engineer,Dubai,Yobitel Communications,None,"3+ years combined experience in technical hands-on design, implementation and support of medium to large IT Data Center operations.",None,None,2021-02-19
"Data Science, Data Scientist, Machine Learning Engineer",Dubai,Michael Page AE,None,Exceptional communication skills with the ability to effectively articulate and recommend innovative data solutions.,None,None,2021-02-19
Well Placement Coordinator,Dubai,Weatherford,None,"Data Quality and Performance Standards – The GeoSteering Engineer will provide high quality deliverables to the client while maintaining the health, safety and…",None,None,2021-02-19
Terrestrial Ecologist (Biodiversity),Dubai,MAB Environmental Consultancy,None,"Analyse and interpret data, using specialist software programs. Liaise with, and advise, site managers, engineers, planners and others associated with a survey.",None,None,2021-02-19
Drive Test Radio Frequency Engineer,Dubai,Workx Middle East FZC LLC,"3,000-4,000","Review test result data to ensure that actual performance meets expected requirements. Workx, the talent management division of Blue Ocean is looking for a…",None,31,2021-03-18
Data Consultant - Arabic speaker (m/f/d),Dubai,Artefact,None,"State of the art data technologies, lean AI agile methodologies for fast delivery, and cohesive teams of the finest business consultants, data analysts, data…",None,None,2021-02-19
Technician - Structured Cabling Network - Fiber & Copper,Dubai,Serco Plc,None,Any other work as assigned by the supervisor / duty engineer to achieve the purpose. Secures and compares information from multiple sources and exercises…,None,None,2021-03-10
Senior Data Analyst,Dubai,Artefact,None,"State of the art data technologies, lean AI agile methodologies for fast delivery, and cohesive teams of the finest business consultants, data analysts, data…",Senior,None,2021-02-19
Data Engineer (Azure),Dubai,HAYS,None,DATA ENGINEER (AZURE) Data Engineering position utilising Azure 3 months renewable Dubai/Flexible. Data migration and data processing using Azure services.,None,None,2021-02-23
Technical Support Specialist- Healthcare,Dubai,InterSystems,None,"Experience with data analysis and database methodologies. Experience with SQL, data analysis and database methodologies.",None,None,2021-03-12
Research Engineer (Workflow) in 3D Printing Workflow,Dubai,Dubai Electricity and Water Authority,None,"Specifically, the research engineer will: The DEWA R&D Center is looking to fill the vacancy of a research engineer to contribute in a project for feasibility…",None,None,2021-03-05
Architect proficient in 3D,Dubai,Rashid Taqui Architects & Engineers,None,Provide efficient modelling and converting of data sets from CAD or other 3D modelling packages. The Architect will be responsible for overseeing 2 to 3…,Architect,,2021-03-11
Software Engineer,Dubai,Phantom Associates,None,"Develops software solutions by studying information needs, conferring with users, and studying systems flow, data usage, and work processes.",None,None,2021-02-19
Assistant Technician - Power Distribution,Dubai,Serco Plc,None,Any other work as assigned by the electrical supervisor/duty engineer to achieve the purpose. Secures and compares information from multiple sources and…,None,None,2021-03-11
"Android Software Engineer - Remote or Dubai, UAE",Dubai,Mamo,None,"Design data models and create database schemas. As an Android Software Engineer you will write well-documented, thoroughly tested, scalable, and extensible code…",None,None,2021-02-19
FM Estimation Manager,Dubai,Al-Futtaim,None,Ensure historical data is documented and archived on each quoted project. Excellent leadership skills with the ability to influence stakeholders based the…,None,None,2021-03-05
IT Sales Engineer,Dubai,Lootah IT Solutions,None,"Knowledge of voice, data and digital data service is helpful. The job entails cross selling solutions Data, LAN/WAN & Network services to mostly new and some…",None,None,2021-02-19
Root Cause Analysis Engineer,Dubai,Aggreko ME and Central Ops,None,"Experience with computational data analysis on Excel. Comfortable working with data bases and ERP systems, such as M3, SAP or other.",None,None,2021-02-19
BMS,Dubai,Axiom Technologies,None,Monitor and record values of ELECTRICAL / HVAC systems to building up a database of records to provide data for energy efficiency improvement.,None,None,2021-02-19
Commissioning Engineer,Abu Hail,JAMS HR Solutions,None,Communication - Written and Verbal - is able to effectively and clearly communicate in both written and verbal means ?Conflict Management - Recognizes differing…,None,None,2021-03-07
Electrical Engineer,Dubai,EOS Recruitment,None,Maintain proper data base and records for the executed projects. Main Purpose of the Job. To manage and monitor the Electrical and Maintenance team and to…,None,None,2021-02-19
Manager - Controller,Dubai,TE Connectivity,None,"Eye for details with strong data management skills. With approximately 80,000 employees, including more than 7,500 engineers, working alongside customers in…",None,None,2021-02-19
Process Engineer,Dubai,Brevan Oil & Gas Services,None,Brevan is currently recruiting Process Engineers for one of our Clients with offices in the Middle-East. Preparation of technical proposals • Perform and set…,None,None,2021-02-19
Sales Engineer MEA,Dubai,"Alteryx, Inc.",None,"5+ years of pre-sales or consultant experience in data analytics, business intelligence, or data science. We’re looking for problem solvers, innovators, and…",None,None,2021-02-26
MEP ESTIMATION ENGINEER WITH 10 YEARS UAE EXPERIENCE,Dubai,AL QRANFAL TECHNICAL SERVICES LLC,None,"Collect all vendors’ technical data sheets, vendor’s specification, drawings and compile in line with tender documents to prepare technical bid submission.",None,10,2021-03-14
Senior Data engineers/Tech Lead,Dubai,Hivesure Infosolutions,None,Must carry required technical skill set of Senior Data engineers. Experience in implementing projects using Big data technologies.,Senior,None,2021-02-19
Senior Hard Landscape Engineer,Dubai,Sobha LLC,None,"Senior Hard Landscape Engineer - Landscaping Division. Liaising with QA/QC Engineer, surveyors and draughtsman for preparation of AS-Built drawings and…",Senior,None,2021-02-19
Assistant Technician - Chillers & Plants (Electrical),Dubai,Serco Plc,None,Any other work as assigned by the electrical supervisor/duty engineer to achieve the purpose. Secures and compares information from multiple sources and…,None,None,2021-03-18
Senior Consulting Engineer (EMEA),Dubai,MongoDB,None,"Work as part of a wider delivery team comprising fellow consulting engineers, project managers, and account teams. And MongoDB is at the head of its disruption.",Senior,None,2021-02-19
Information Management Manager,Dubai,Wood Plc,None,The position is responsible for lifecycle data management in support of Project Managers and Project Engineers. Audit and maintain performance to agreed SLA’s.,None,None,2021-03-09
Lighting Sales Support,Al Barsha,Ergo lighting Trading,"4,000","Understand and Analyse project specifications, BOQs, product selection, estimations, technical data. Candidates must be an Electrical Engineer, eager to work…",None,,2021-02-19
On-Site Technician,Dubai,Parsons,None,"Document results of data collection exercises such as traffic counts, travel times, queue data, etc. during peak and/or off-peak hours of weekdays.",None,None,2021-02-19
Software Engineer II - Android,Dubai,Talabat,None,"Knowledge of OOP, design patterns, data structures, and testing strategies. As part of the Delivery Hero network, Talabat is the pioneer of the online food…",None,None,2021-03-09
GIS Software Engineer,Dubai,Space Imaging Middle East,None,"Experience with GIS data and applications. As a GIS Software Engineer, you will participate in the design, architecture, development and maintenance of large…",None,None,2021-02-19
Data Engineer Royalties & Reporting,Abu Dhabi,Anghami,None,"Improve data quality and data models. Work with other data engineers, software engineers, decision-makers and business stakeholders such as product managers,…",None,None,2021-03-19
Site Engineer,Abu Dhabi,Golden Line Gypsum Works,None,Provides data in respect of variation orders and the site instructions. Prepares the time schedule and plan prior to start of the project.,None,None,2021-03-17
Data Engineer,Abu Dhabi,Al Madina Agencies And Services,None,Implement data models and structure data in ready-for consumption formats. Develop data and information structure. 5+ experience with Data Analysis.,None,None,2021-03-18
Data Engineer,Abu Dhabi,Schlumberger,None,"The Data Engineer will be responsible for designing and executing undirected research and tackling open-ended data problems related to AI, ML, predictive /…",None,None,2021-03-12
Process Safety Engineer,Abu Dhabi,Enerflex,None,"Assist with data collection for Quantitative Assessment (QRA) tools. Perform various functions, work collectively and collaboratively with other project…",None,None,2021-03-15
ENGINEER - AVIATION,Abu Dhabi,GAL,None,"Other technical report and determinate root cause, gather and analyze data and implement corrective action to reduce or eliminate cause.",None,None,2021-03-21
CIVIL ENGINEER,Abu Dhabi,Al Ghazi,None,"Hiring a Civil Engineer for Abu Dhabi. Maintains project database by writing computer programs, entering data, and completing backups.",None,None,2021-03-15
Construction Site Engineer,Abu Dhabi,Supportive Solutions Administrative Consultancies,None,"Gathering data, compiling reports and delivering presentations to relevant stakeholders. Organizing materials and ensuring sites are safe and clean.",None,None,2021-03-15
ELECTRICAL ENGINEER,Abu Dhabi,Al Ghazi,None,"Hiring an Electrical Engineer for Abu Dhabi. Four to six years experience as Electrical Engineer. Conferring with customers, engineers, and others to discuss…",None,None,2021-03-11
Sales Engineer,Abu Dhabi,Bin Moosa & Daly Ltd. LLC.,"7,000-10,000",Prepare quotations based on technical data and specifications. Visit consultants/clients on a regular basis and list/register Moosa-Daly’s products with all…,None,,2021-02-28
QA Engineer,Abu Dhabi,Weatherford,None,"10+ years in data management and material testing or manufacturing. Data management of the PO, Review on MTR and OC to be uploaded in Accorde system.",None,None,2021-03-08
Infrastructure Support Engineer,Abu Dhabi,Beacon Red,None,Experience in DATA PROTECTION – Backup & Storage. Installing and maintaining operating environments. Responding effectively and speedily to any problems.,None,None,2021-03-18
Data Centre Engineer,Abu Dhabi,Oracle,None,"Are you an experienced Data Centre Technician that has experience in data centre design/operation, racking, stacking , hardware break fix and everything in…",None,None,2021-02-25
Environmental Engineer,Abu Dhabi,Green wood,"3,000-5,000",Utilise your communication skills to relate scientific data into layman's terms. Before you begin advising clients on what they need to do to improve their…,None,10,2021-02-25
Site Engineer - Construction,Abu Dhabi,United Al Saqer Group,None,Supervising and counselling junior or trainee engineers. Liaising with the project planning engineer regarding construction programs.,None,None,2021-02-19
Supply Chain Specialist,Abu Dhabi,Raytheon Missiles & Defense,None,"Data analysis and metrics development. By the numbers alone, we are one of the world's largest aerospace and defense companies, with 195,000 employees, 60,000…",None,None,2021-03-19
Civil Structural Engineer,Abu Dhabi,Rejlers Finland & Abu Dhabi (UAE),None,The Civil Structural Engineer reports to the appointed manager. We are now looking for Civil Structural Engineer to execute projects and support bids in Abu…,None,None,2021-03-04
Commissioning Engineer,Abu Dhabi,Alpin Limited,None,"Maintain detailed and accurate project records including data, documentation, and progress reports. Monitor HVAC systems with building automation systems and…",None,None,2021-02-19
Machine Learning Engineer,Abu Dhabi,Anghami,None,"Knowledge about distributed & big data systems: 3+ years Experience with computer science fundamentals in object-oriented design, data structures, algorithm…",None,None,2021-03-18
Land Surveyor,Abu Dhabi,Parsons International,None,"Knowledge and/or experience in using CAD software and survey software, total station, data collectors and GPS equipment. Measure work done when required.",None,None,2021-03-19
Registration Engineer,Abu Dhabi,AL DHAFRA ELECTROMECHANIC L.L.C,"3,000",Provide regular and accurate data to senior managers regarding applications caseload management. Assess and process applications for registration accurately and…,None,None,2021-03-11
Data Science Specialist,Abu Dhabi,Serco Plc,None,"You will join a team of data specialists, but will “slice and dice” data using your own methods, creating new visions for the future.",None,None,2021-03-07
OCI DC Engineer,Abu Dhabi,Oracle,None,"Data Center Technician – Job Description. Data Center Experience is a MUST. 2-4 years experience in a data center environment and/or Associates degree in IT,.",None,None,2021-03-16
PCB Engineer,Abu Dhabi,Mondialab Limited,None,"Support firmware engineers with optimal hardware designs. Generates, verifies and validates Gerber data of PCB design. Experience in Digital and Analog design.",None,,2021-03-15
Systems Engineer - Gulf,Abu Dhabi,Palo Alto Networks,None,"As a Systems Engineer, you’ll enable sales engagements into a set of large new enterprise accounts. As a member of our systems engineer team, you are driven by…",None,None,2021-03-09
Accountant,Abu Dhabi,Architectural & Engineering Consultants,"5,000",Reinforce financial data confidentiality and conduct database backups when necessary. We are consulting engineers firm bases in Abu Dhabi and urgebtly looking…,None,None,2021-03-02
Architectural CAD Technician/ Draftsman,Abu Dhabi,Don Rite Project Management,None,"Coordinate with the Architect, Project Manager, Site Manager and Engineer to produce Shop Drawings and process Submittals.",Architect,1,2021-03-16
Unix System Engineer,Al-Ayn,United Arab Emirates University,None,"Responsible for data Backup and Recovery and servers Disaster Recovery. In support of change management within the data center, provides the CSC with high…",None,None,2021-02-19
Executive Assistant,Abu Dhabi,Group 42,None,"Experienced team of data scientists and engineers based in Abu Dhabi. Fundamental AI research, through our subsidiary the Inception Institute of Artificial…",None,None,2021-02-19
Software Engineer,None,"Confidential Company, Abu Dhabi",None,Cooperates with System Engineers to guarantee best services during exercises. The Software Engineer is a technology professional who has the necessary skills to…,None,,2021-02-19
Network Security Engineer,Abu Dhabi,IRISSTAR Technologies,"8,000-11,000","Collaborate with business groups to help them identify, classify, and secure high value data. Setup, configure, administer & maintain Palo Alto perimeter…",None,None,2021-02-19
IT Desktop Support Engineer,Abu Dhabi,Axiom Technologies,None,Weighs up options using the available data. Relates and compares data from different sources. Seeks out and uses factual data when available.,None,None,2021-03-04
Big Data Engineer,Abu Dhabi,Alef Education,None,"As an ALEF Big Data Engineer you'll have strong understanding of big data technologies with an exceptional ability to code. Abu Dhabi, United Arab Emirates.",None,None,2021-02-19
Senior Network Engineer - ENEC,Abu Dhabi,Nawah Energy Company,None,"To install, configure, maintain, support, and secure systems within Data Centre and local/wide area networks, including. 7 years of relevant experience.",Senior,None,2021-03-03
MEP Estimator (HVAC),Abu Dhabi,SAKA Group of Companies,"5,000-6,000","Meet the required sales targets, relevant KPIs and update CRM data in the system. With a strong technical background, the Sales Engineer would be accountable…",None,None,2021-03-08
Mechanical Engineer,Abu Dhabi,"BB&E, Inc.",None,"Mechanical Engineer – Al Dhafra AB, Abu Dhabi, UAE. Collect data and compile it into files compatible with the supported location.",None,None,2021-02-19
