Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Research Assistant in the Division of Engineering - Prof. Kh...,Abu Dhabi,New York University,None,"The candidate will work in a multidisciplinary environment consisting of PhD-level scientists, graduate students and undergraduate students.",None,None,2/18/21
Senior Laboratory Technician,Abu Dhabi,Group 42,None,"Experienced team of data scientists and engineers based in Abu Dhabi. Fundamental AI research, through our subsidiary the Inception Institute of Artificial…",Senior,None,2/18/21
Research and Rescue Director,Abu Dhabi,Farah Experiences,None,"Review analysis of activities, costs, operations and forecast data to determine progress towards stated goals and objectives. Nov 16, 2020, 6:23:35 AM.",None,None,2/18/21
Post-Doctoral Associate in the Division of Science (Artifici...,Abu Dhabi,New York University,None,"The candidate will work in a multidisciplinary environment consisting of PhD-level scientists, graduate students and undergraduate students.",None,None,2/18/21
Senior Researcher,Al-Ayn,United Arab Emirates University,None,Geospatial and geoscientific data handling and interpretation. Scientific interpretation of remote sensing data in different spectral ranges.,Senior,None,2/18/21
Research Associate in Behavioral Social Science or Market De...,Abu Dhabi,New York University,None,"Analyzing survey and experimental data; For this purpose, C-BID will bring together faculty from across the NYU Global Network, across the social and behavioral…",None,None,2/18/21
Research Assistant Professor,Al-Ayn,United Arab Emirates University,None,"Fulfillment of this responsibility requires experience in a Linux computing cluster environment, programmatic database queries, management of large data sets,…",None,None,2/18/21
"Deals, Capital Projects - Digital Environment - Senior Assoc...",Abu Dhabi,PwC,None,"To help us on this journey we are seeking talented, high performing, data scientists and data analysts. We are currently evolving our approach in how we deliver…",Senior,None,2/18/21
Research Engineer under Center for Cyber Security - Prof. Na...,Abu Dhabi,New York University,None,"In Computer Science, Data Science or quantitative social sciences. The candidate will work in a multidisciplinary environment consisting of PhD-level scientists…",None,None,2/18/21
Senior Researcher in Earth and Mars atmospheric retrievals,Al-Ayn,United Arab Emirates University,None,"(1) Develop open source tools for data reading and handling, data archiving and user access, data analysis, and visualization, that will support and validate L3…",Senior,None,2/18/21
Post-Doctoral Associate under Water Research Center for Adva...,Abu Dhabi,New York University,None,Prepare data for presentation at lab and departmental meetings and/or conferences. The WRC is seeking several Post-doctoral Associates and a Research Scientist…,None,None,2/18/21
Consultant – Risk Data Engineer,Abu Dhabi,Marc Ellis Consulting,None,The job holder will be working as data scientist and should have an ability to generate insights from raw data. § Should be a team player.,None,None,2/18/21
Environmental Expert - Mining,Abu Dhabi,Sustainable Recruitment Solutions,None,"Applicants must be willing to play a multi-faceted role with duties ranging from hands on fieldwork, coordination of baseline surveys and data collection,…",None,None,2/18/21
"Computer Science Professor, Tenured / Tenure Track - Open Ra...",Abu Dhabi,New York University,None,"The prudent fusion of science and other academic disciplines at NYUAD has resulted in the creation of state-of-the-art, interdisciplinary research centers, and…",None,None,2/18/21
Product Manager,Abu Dhabi,Talent Zone Consultants,None,"Work with researchers and data scientists to discover and understand the needs of users, and to gain a wider perspective of the landscape surrounding activities…",None,None,2/18/21
PhD scholarship related to Mars Science at NSSTC,Al-Ayn,United Arab Emirates University,None,"The combination with quantitative data on the dust optical depth, atmospheric temperature, etc. from the EMM instruments EXI and EMIRS (Emirates Mars Infrared…",None,None,2/18/21
PhD in Physics scholarship at NSSTC,Al-Ayn,United Arab Emirates University,None,Assimilating data into such models will allow us to investigate many poorly-understood atmospheric phenomena. Supervision of the PhD thesis will be done jointly…,None,None,2/18/21
Automation Developer,Abu Dhabi,Group 42,None,"Experienced team of data scientists and engineers based in Abu Dhabi. Fundamental AI research, through our subsidiary the Inception Institute of Artificial…",None,None,2/18/21
