Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Senior Commercial Data Analyst,Dubai,Chalhoub Group,None,"Working with the core data team to operationalise and deliver impact through data products. As a Senior Data Analyst for the Fashion sub-vertical, you will use…",Senior,None,2021-02-18
Account Analyst Intern - Placement Year,Dubai,Snapchat,None,"Identity and pull data insights from Snap’s data and analytics tooling ecosystem (Looker, Mercury, etc.). Influence incremental spend through data driven upsell…",None,None,2021-03-13
Data/Business Analyst,Dubai,TGC Consulting Middle East,None,"You will analyze complex data systems and documenting data elements, data flow, relationships, and dependencies at a company.",None,None,2021-02-18
Investment Associate,Dubai,Chalhoub Group,None,"Compile periodic performance data and perform portfolio analysis, valuation, and benchmarking. Experience working as a financial or investment analyst (M&A,…",None,None,2021-03-12
Business Analyst,Dubai,Majid Al Futtaim,None,Working knowledge of data and process modeling. The business analyst will need to have technical knowledge in enterprise solutions:,None,None,2021-03-11
"Senior Analyst, BI & Insights",Dubai,Majid Al Futtaim,None,"You will work alongside data analysts, data scientists, and data engineers on some of the newest and most interesting Big & Fast Data problems.",Senior,None,2021-03-19
Data Science Immersive Instructor,Dubai,General Assembly,None,Deepen your own skills by guiding students through a rigorous journey where they begin as driven novices and leave as empowered data analysts and scientists.,None,None,2021-03-18
"Analyst, EMEA Low Carbon Electricity",Dubai,S&P Global,None,"Harness existing data sets, identify new data sets for collection and analysis and conduct rigorous reviews of the quality of that information.",None,None,2021-02-18
Operations Analyst,Dubai,Payfort INT FZ LLC,None,"2+ years of experience in fast paced customer service environment, preferably in internet, payments, data analysis or IT support.",None,None,2021-02-18
"Finance Analyst – GEM (UAE, Oman, Bahrain, Qatar, Kuwait, Jo...",Dubai,Acino Pharma,None,Work closely with Finance Manager on the Budget Exercise and coordinate with Commercial and Supply Team to collect the data. FOC reconciliation – TMS vs IMS.,None,None,2021-02-26
Data Analyst / Scientist,Dubai,Lobo Management,None,3-5 years of experience as a Data Analyst / Data Scientist. Acquire data from primary or secondary data sources and maintain databases/data systems.,None,None,2021-02-25
Fragrance Analyst,Dubai,Firmenich,None,Perform the complete analysis of the market products fragrances. Master Analytical techniques of extraction and Analysis (GC-MS).,None,None,2021-02-18
Statistical Analyst - Institutional Effectiveness Officer,Dubai,American University In the Emirates,None,"Provides technical expertise and consulting on research design, survey development and data analysis for assessment-related research. (Must add up to 100%).",None,None,2021-02-18
Analyst – Investor Relations,Dubai,Traveazy Group (Holidayme & Umrahme),None,"Work with cross-functional team to get the necessary data. As an Analyst with our Strategy team, you will be responsible to assist in fund raise activity &…",None,None,2021-03-10
Business Analyst,Dubai,Q-Express Documents Transport,None,"Understanding of data warehousing and data modeling. Also need to thoroughly understand available data sets, and be able to extract data from a variety of data…",None,None,2021-03-08
Business Applications Analyst,Dubai,KEO International Consultants,None,"Experience creating Power BI visualisations, reports and data models essential. Familiar with various data sources using Office 365, Power Apps, SQL database,…",None,None,2021-02-18
Business Analyst Intern,Dubai,Amazon Middle East and NA FZ,None,"Experience using databases with a large-scale data set. Working with large volumes and big data, in a highly complex business. Experience with SQL or ETL.",None,None,2021-02-18
HIE Workflow Analyst,Dubai,Win Win HR Consultancy,None,5 years experience in a similar role in healthcare organization • Experience in Healthcare Business domain and workflows • Experience in EMR / HIS…,None,None,2021-02-18
Sales Excellence Analyst,Dubai,Talabat,None,Improve data accessibility for local teams. Identify opportunities for automation through creative data analysis. Work with the team in KPI and target setting.,None,None,2021-03-09
"Sugar Analyst, Agriculture Analytics",Dubai,S&P Global,None,Ensuring the most effective and efficient handling of substantial data volumes from multiple inputs and the creation of compelling content;,None,None,2021-02-27
BA Support I,Dubai,Q-Express Documents Transport,None,He/she will also be responsible for creating robust/automated reporting frameworks to increase visibility into data and enable data driven decision making.,None,None,2021-03-17
Quality Control Analyst,Dubai,RTC-1 Employment Services,None,"Quality Control Analyst Employment Type: Performs various scientific analyses to evaluate the quality of raw materials, in-process materials, and finished goods…",None,None,2021-02-18
Business Excellence Analyst,Dubai,Al Tayer Group,None,"Support and contribute in implementation of projects, including but not limited to managing distributed tasks, research, data collection and cleansing,…",None,None,2021-02-18
Financial Data Analyst - Internship,Dubai,BioScience GmbH,None,"Analyze data to find trends, develop summary statistics and visualizations. Progress towards a college degree in Finance, Accounting, or Data Analytics required…",None,None,2021-03-08
Sr.Forecast Analyst,Dubai,Q Tech General Trading LLC,None,"Proficient in Microsoft Excel and ability to handle large amounts of data. Masters’s Degree in a quantitative field (Economics, Finance, Mathematics, Statistics…",Senior,None,2021-03-14
Business Analyst,Dubai,Aspire LLC.,None,"Understand and analyse requirements, software, data and interface specifications. Our client is a Software Vendor with offices in Dubai, the UAE.",None,None,2021-03-17
"System Analyst, Marketplace / Returns",Dubai,ACTIKNOW,None,"Knowledge of SQL, data normalization; We are looking for a systems analyst for our fast growing returns team. Experience in setting tasks for developers.",None,None,2021-02-25
Business Analyst,Dubai,Amazon Middle East and NA FZ,None,"Ability to understand/mine the data in accordance to the business needs and problems to be addressed, for all the functions. User Experience for Seller Tools:",None,None,2021-03-03
Senior Financial Analyst,Dubai,Amazon Middle East and NA FZ,None,Experience working with large-scale data mining and reporting tools (i.e. Experience performing financial and ad hoc analysis using data reporting tools.,Senior,None,2021-03-08
Business Analyst- Near East. Based in Lebanon,Dubai,Merck KGaA,None,"Expertise in data cleansing, data modelling, data mining and segmentation techniques. Maintain databases and data warehouses, ensuring the data is clean and…",None,None,2021-03-14
"CRM/SFE Analyst - Central & Eastern Europe, Middle East and...",Dubai,Medtronic,None,Conducts statistical analysis on sales data and information to ensure optimal sales execution and attainment of growth objectives. A Day in the Life.,None,None,2021-03-04
SEO Analyst,Dubai,McCollinsMedia,None,Report on performance metrics comparing them to our SEO goals and benchmarking data. Seo Specialist Vacancy in Dubai.,None,None,2021-02-22
Business Analyst - Strategy and PMO,Dubai,Kitopi,None,Review and extract insights from large data sets. 3+ years of experience as a business analyst or associate in a management consulting firm.,None,None,2021-02-18
Business Analyst - Digital Solutions,Dubai,Johnson Controls,None,Business Analyst - Digital Solutions - WD30110368060. As a Business Analyst you will be working with customers to clarify their business idea.,None,None,2021-03-12
Security Analyst,Dubai,Help AG,None,Participate in knowledge sharing with other analysts and writing technical articles for Internal Knowledge Bases. Perform other essential duties as assigned.,None,None,2021-02-18
"Real Estate, Hospitality & Construction Analyst (UAE Nationa...",Dubai,EY,None,"Strategy & Transactions – Real Estate, Hospitality and Construction (RHC) Analyst. As an Analyst, you will be an important part of our diversely talented,…",None,None,2021-03-11
Cards Payments,Dubai,Virtusa,None,"Demonstrating the ability to balance data with other factors when making decisions. Utilizing team feedback, analyzing data, and reporting on team factors such…",None,None,2021-02-26
EVMS Analyst Sr (OCN),Dubai,Vectrus,None,Troubleshoot any data transfer issues. Transfer MPM data to Winsight. Provide overview training to managers and analysts as needed.,None,None,2021-03-11
Quality Assurance Analyst,Dubai,winsoft solutions LLC,None,Set up test data on test systems. Regression & Functional testing with Test Plan & Test cases. Understand the testing effort by analyzing the requirements of…,None,None,2021-02-20
"Product Analyst, TikTok Ads, MENAT",Dubai,Jobsite Direct,None,"Master's degree in data analytics related fields. Proficiency in R, SAS, SPSS, or similar data analytical tools. 5+ years of relevant working experience.",None,None,2021-03-13
Commodity Research Analyst,Dubai,CharterHouse,None,"Charterhouse are currently managing a search for a leading international shipping operator, whom are in the process of looking to recruit a Commodity Research…",None,None,2021-03-03
Manager - CX Solutions,Dubai,Majid Al Futtaim,None,Enabling CRM process homogenization and unification of the gathered Customer Profile and Behavioural data in compliance with Data Governance principles.,None,None,2021-03-12
Deputy General Counsel UKI&ME,Dubai,Dentons,None,"Designing, implementing and managing projects directly or through the officers and analysts of the Global Risk Department together with the GC.",None,None,2021-02-18
Manager - Digital Solutions,Dubai,Majid Al Futtaim,None,"Understanding and implementation of security and data protection. Assess the requirements working closely with the IT business partners, technical manager and…",None,None,2021-03-12
"Analyst, UAE",Dubai,500 Startups,None,"Excellent functional data analysis and financial modeling skills. Ability to thrive in a FAST, unstructured environment with incomplete data.",None,None,2021-02-18
Professional Services Project Manager,Dubai,Thycotic,None,"Thycotic is a global leader in Privileged Access Management, a critical layer of IT security that protects an organization’s data, devices and code across cloud…",None,None,2021-03-06
"EUROPEAN INTRADAY POWER TRADER – DUBAI, UAE",Dubai,Cobblestone Energy,None,Working closely with the Analysts and technology teams to build out our infrastructure. We make use of advanced data analytics and extensive research to drive…,None,None,2021-02-18
"Associate Analyst, Digital Partnerships, Mastercard Launch (...",Dubai,MasterCard,None,Leverages data tools to develop revenue and expense benchmarks and performance trends. An immersive skills development event focused on learning about…,None,None,2021-03-17
Senior Data Planner,Dubai,Jellyfish Group Ltd,None,"This role will join Jellyfish’s Data and Planning team, a broad and diverse team encompassing brand, data and media planners, analysts, data scientists and…",Senior,None,2021-03-02
Incident Response and Forensic Investigation Specialist,Dubai,Help AG,None,Educate and train other Analysts in execution of Incident Response processes and forensic analysis techniques. Perform other essential duties as assigned.,None,None,2021-02-18
Director - Data & Analytics,None,Mubadala,None,"Examples are data warehousing, business intelligence (BI), data governance, data architecture, data integration, data classification, data strategy, data…",None,5,2021-02-18
Head of Data & Analytics,Dubai,Plum Jobs,None,"10+ years management experience in BI, data science and analytics, responsible for the integrity of data, data management model design, standards and governance…",None,None,2021-02-18
R&D Sr Analyst,Dubai,BRF,None,"Management of SAP for GCC distributions, responsible for creation of new sku codes, BOMs for products in promotion and follow up with master data in Brazil’ as…",None,None,2021-02-22
Digital Analyst,Dubai,Mbr Headhunters,None,"Drives data management and collection approach. Support audience research, data collection & analysis. Perform data analysis across all applicable marketing…",None,None,2021-02-18
Back-Office Application & System Analyst,Dubai,Robert Walters,None,"Ensure all data and databases are well maintained, secure and have full data integrity *. Other responsibilities as a Back-Office Applications & System Analyst…",None,None,2021-02-18
Chief Financial Officer,Dubai,Phantom Associates,None,Excellent knowledge of data analysis and forecasting methods. Manage a team of financial controllers and financial analysts. CPA is a strong advantage.,None,None,2021-02-18
Financial Analyst,Dubai,Reliance HR Consultancy,None,Gather and organize financial data from all accounting departments. One of our Leading FMCG Client in Dubai is looking to hire for below role.,None,None,2021-02-18
Sr. ArcGIS Programmer and GIS Specialist,Dubai,MAB Environmental Consultancy,None,"Experience using Spatial Analyst, 3D Analyst (ArcScene), QGIS, and/or MS Access. Strong understanding of spatial data concepts, projection systems, data…",Senior,None,2021-02-18
Chief Financial Officer (CFO),Dubai,MSI Qatar (Management Solutions International),None,Manage vendor relationships - Prepare reliable current and forecasting reports - Set up and oversee the company's finance IT system - Ensure compliance with the…,None,None,2021-02-18
IT Manager,Dubai,Louzan Fashion,None,"Manage team of consultants, programmers, developers, and analysts. Completes projects by coordinating resources and timetables with user departments and data…",None,None,2021-02-18
Financial Analyst - Venture Capital - Telecom/Tech,Dubai,ParkerConnect,None,"Familiarity with data query/data management tools. Fintech, AI, Cyber Security is looking for a Financial Analyst. Optimise, structure and help negotiate deals.",None,None,2021-03-01
CRM Campaign Analyst – Banking,Dubai,Selectlab,None,Aptitude and interest in data and database concepts. The campaign analyst will play an integral role in developing and executing marketing campaigns.,None,None,2021-02-18
SEO Analyst,Dubai,Mbr Headhunters,None,"Work experience as an SEO Analyst or similar digital marketing role. If you're obsessed with a keyword strategy, become an SEO analyst.",None,None,2021-02-18
Strategy& graduates - UAE Nationals only - Dubai,Dubai,PwC,None,"Performing qualitative and quantitative data analysis. Gathering data through research and client interviews. Established in the region for 40 years, PwC Middle…",None,None,2021-02-18
UI/ UX Designer,Dubai,MVP TECH,None,"Working on complex big data dashboards. An expert in designing complex dashboards and data visualization, able to visualize and present 3D data in a clear way.",None,None,2021-03-04
ABA Therapist,Dubai Healthcare City,Advanced Behavioural Learning Environment Fz LLC,"4,000-6,000",Assisting behavior analysts and assistant behavior analysts in the preparation of client materials. Assisting behavior analysts and assistant behavior analysts…,None,None,2021-02-18
Quality Assurance Officer,Dubai,Peg B Technology,None,Bachelors' degree in Computer Science / Computer Engineering / Mathematics - Quality Assurance / Test certification such as the International Software Testing -…,None,None,2021-02-18
Senior Sales Analyst - Retail Experience,Dubai,Adecco,None,"Senior Sales Analyst - Retail Experience. Compiling, analyzing, and reporting sales data. Looking for Senior Sales Analysts for Agrochemical client based in…",Senior,None,2021-03-09
Digital Analytics Manager,Dubai,Puffy,None,Acquire data from primary or secondary data sources and maintain databases/data systems. 5+ years of proven data analyst experience within the ecommerce…,None,None,2021-02-18
Head of Compliance / MLRO - UAE,Dubai,Mamo,None,"Experience collaborating with multidisciplinary teams of Product Managers, Engineers, and business/risk analysts. Help us safeguard Mamo Pay.",None,None,2021-03-01
Senior SAP ABAP Consultants,Dubai,VAM Systems Inc.,None,"Smart forms), Data dictionary objects, and Object-Oriented ABAP (OO ABAP). Experience in cohesively working closely with other developers and analysts…",Senior,None,2021-02-18
Analytics & Insights Manager,Dubai,Q Tech General Trading LLC,None,Bachelor's degree plus 8+ years' experience in client-facing data analysis roles. Excellent data driven storytelling skills - you create and deliver compelling…,None,None,2021-02-18
Project Controls Analyst (OCN),Dubai,Vectrus,None,"Specific knowledge regarding cost accounting data within financial systems is required. Under the general direction of the FP & A Manager, responsible for…",None,None,2021-03-11
Contract FinOps and Governance Analyst 5155,Dubai,Deerfoot,None,Contract FinOps and Governance Analyst. The FinOps and Governance Analyst is a multi-faceted role with skills and knowledge typical of a financial and cost…,None,None,2021-02-18
VP of Product and Data,Dubai,Salt Recruitment,None,Maintain product time-lines across multiple departments and guide junior data analyst. Help Build out their Data offerings. 8+ years in Product/Data Analysis.,None,None,2021-03-03
Senior Marketing Manager,Dubai,Informa Markets,None,Work with internal teams to ensure data governance and data management policies are adhered to. The individual will manage a team of marketers in Dubai but will…,Senior,None,2021-03-15
FINANCE CONTROLLER,Dubai,Agile Consultants,None,"Should possess minimum 5 years’ experience as Financial Analyst / Controller / Manager. Well versed in advanced Excel and Macros, manage Big Data files, Power…",None,None,2021-02-18
Senior Solutions Architect,Dubai,Chalhoub Group,None,"The ideal candidate will work independently with minimal supervision, closely collaborating with other solution architects, business analysts and project…",Senior,None,2021-02-18
Sr. Selection Business Intelligence Engineer,Dubai,Amazon Middle East and NA FZ,None,"2+ years of relevant experience in a business analyst, data analyst or statistical analysis role. Ensure data accuracy by validating data for new and existing…",Senior,None,2021-02-18
Enterprise Data Engineer,Dubai,Scrips Inc. Ltd,None,4 years of experience implementing Data Management solutions or as Data Analyst/Data Architect/Business Systems Analyst. Ensure data standards are followed.,None,None,2021-03-18
Senior Business Analyst,Dubai,Majid Al Futtaim,None,Working knowledge of data and process modeling. The business analyst will need to have technical knowledge in enterprise solutions:,Senior,None,2021-03-11
SQL Data Analyst,Dubai,ForwardPMX,None,We're looking for a Data Analyst to aid in our vital and growing analytics team. Reporting to our Data Team Lead and working closely with functional leads and…,None,None,2021-02-25
Finance Analyst,Dubai,Charterhouse Consultancy PTE Ltd,None,This Analyst shall also be expected to present reports and finding whilst being a critical interface with senior management and business heads.,None,None,2021-02-18
Product Manager – People Tech,Dubai,Kitopi,None,"You are detail oriented, data driven, analytical, inquisitive and visualise the big picture. You have a minimum of 4-5 years of experience in building and…",None,None,2021-03-04
Magento Lead Developer,Dubai,Vahedna Group,None,"Competent knowledge of e-commerce data organization and relationships. Write and modify scripts for systems monitoring, event detection and data integration.",None,None,2021-02-18
Business Development Executive,Dubai,Deriv DMCC,None,"Identify new growth opportunities, prospects, and competitors via market research and data analysis. We collaborate with designers, developers, quantitative…",None,None,2021-02-18
Head of Paid Media (m/f/d),Dubai,Artefact,None,"State of the art data technologies, lean AI agile methodologies for fast delivery, and cohesive teams of the finest business consultants, data analysts, data…",None,None,2021-02-18
"Associate - Infrastructure Finance, MENAT (UAE Nationals Onl...",Dubai,HSBC,None,Proficiency in Microsoft Office applications and market data services (e.g. The Associate will be responsible for supervising the Analysts and Graduates in the…,None,None,2021-03-10
SOC Manager,Dubai,HAYS,None,"Reviews and collects asset data (configs, running processes, etc.). Take a leading role in a team of Security and Forensic Analysts. What you need to do now.",None,None,2021-02-18
Senior Product Manager I - Food Customer,Dubai,Careem,None,Perform A/B testing working with product analysts and data scientists to validate and iterate product increments that demonstrate customer and business value.,Senior,None,2021-02-18
iOS Developer,Dubai,Connect Resources,"5,000-7,000","Creating well-designed, well-implemented data layers. Working with business analysts to understand and implement complex business functionality.",None,3,2021-03-16
Consultant - DigitalBCG,Dubai,Boston Consulting Group,None,"Big data & advanced analytics, Strategy, Technology & digital. Business Analyst or Product Owner), leadership roles in tech start-ups or consulting experience…",None,None,2021-02-25
Regional Business Analyst – Sales Performance,Dubai,Charterhouse Consultancy PTE Ltd,None,Charterhouse is working with a global leader in interactive technology who are looking to hire a Business Analyst to handle the Middle East region.,None,None,2021-02-18
Project Controls Analyst Lead (OCN),Dubai,Vectrus,None,"Specific knowledge regarding cost accounting data within financial systems is required. Under the general direction of the FP & A Manager, responsible for…",None,None,2021-03-11
Social Media Manager - Good knowledge of the US market,Dubai,Carter Murray,None,"Partner with Marketing Analyst to deliver social media reporting, social media listening, and creative analysis. Graphic Design is a big plus.",None,None,2021-03-01
Senior Product Manager I - Platform Partner,Dubai,Careem,None,Perform A/B testing working with product analysts and data scientists to validate and iterate product increments that demonstrate customer and business value.,Senior,None,2021-03-08
ACDA certified Internal Audit officer (Finance Department),Dubai,Enroll Me Consultancy,None,Commerce graduate + ACDA Certification (ACL certified Data Analyst) or working knowledge is mandatory requirement. 35 years due to seniority.,None,None,2021-02-18
Data Analyst,Abu Dhabi,Electra Abu Dhabi LLC,"6,000-8,000",We are looking for 1 Candidate who can analyze sales and market data. Someone who is a team player and has ability to work under pressure.,None,None,2021-03-18
HR Data Analyst - Contract Hire,Abu Dhabi,Nawah Energy Company,None,Operate preconfigured Data Integrity Tools to identify differences in employee populations and individual data items between systems within HR data ecosystem.,None,None,2021-03-01
Data Visualization Analyst,Abu Dhabi,Al Madina Agencies And Services,None,Ensure proficiency in the use of data visualization tools in order to be able to efficiently support analysts and statisticians with effective data…,None,None,2021-03-17
Data Analyst,Abu Dhabi,Ubisoft,None,Ubisoft Abu Dhabi is looking for a Data Analyst to support the data analysis and live game management of their free to play mobile games.,None,None,2021-03-04
Quality Analyst,Abu Dhabi,Metamorfs Infotech Pvt Ltd,None,"Collects and analyzes data for software process evaluation and improvements, and integrates them into business processes to address the needs of the business.",None,3,2021-03-19
"Analyst, Subscriptions & Pricing",Abu Dhabi,Anghami,None,We are looking for an Analyst to join our subscriptions team and contribute to the continued growth of Anghami by developing data driven strategies to drive the…,None,None,2021-03-15
Application Data Analyst & Insight Specialist,Abu Dhabi,Avrioc Technologies,None,"Application Data Analyst & Insight Specialist As an Application Analyst, your objective will be to effectively analyze data and present it for further decision…",None,None,2021-02-18
Data Scientist,Abu Dhabi,Projobs4you LLC,None,Proven experience as a Data Scientist or Data Analyst. Tableau) and data frameworks (e.g. Present information using data visualization techniques.,None,///-/5,2021-03-18
Business Analyst Intern,Abu Dhabi,McKinsey & Company,None,Business Analyst (BA) Interns join our offices and practices (e.g. And Canada typically host our Business Analyst Interns including many of our functional…,None,None,2021-02-18
Data Analyst,Abu Dhabi,Talent Zone Consultants,None,Reporting Manager Head of Data Science. Present information using data visualization techniques. ResponsibilitiesUndertake preprocessing of structured and…,None,None,2021-02-18
Data Analyst,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,Implementation and preparation of analytical reports on data on the implementation of the Authority. Providing support to regulatory units in data analysis and…,None,None,2021-02-18
Business analyst/ Testing Analyst Implementation Support,Abu Dhabi,Luxoft,None,"Test cases, Scenarios, test data, Test Execution. One of the Central Bank in Middle east is acquiring and implementing a risk and performance system following…",None,None,2021-02-18
Business Analyst,Abu Dhabi,Techmax Technologies,"5,000-8,000","Ownerships of a data catalog, data dictionary, and master data management domains to define the data and identify assets within their own data domains,…",None,None,2021-03-03
Data Analyst,Abu Dhabi,Tiro International,None,Operates various data entry terminals and automated data entry systems to record and verify projects' performance data including financial/project cashflow…,None,None,2021-02-18
Procurement Specialist,Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",None,None,2021-03-09
Data Science Specialist,Abu Dhabi,Serco Plc,None,"A minimum of 5 years of work experience as data analyst, system analyst, business analyst or as an information analyst. Make a difference every day.",None,None,2021-03-07
User Researcher,Abu Dhabi,Anghami,None,Work closely with a data analyst to connect the ‘what' and ‘why'. We're looking for a User Researcher to join our Product team to represent the voice of our…,None,None,2021-03-19
Business Analyst,Abu Dhabi,McKinsey & Company,None,"Business Analysts join our offices and practices (e.g. You will also work with many experts, from data scientists and researchers to software and app designers.",None,None,2021-02-18
Functional Business Analyst,Abu Dhabi,4th Wave,None,Preparing Test data and test execution strategy. Understanding the requirements and provide functional documents in line to product and client architecture.,None,None,2021-02-18
"JUNIOR TRADER / ANALYST - Dubai, UAE",Abu Dhabi,Cobblestone Energy,None,"Junior Trader / Analyst - Commercial Development Programme - Dubai, UAE. We make use of advanced data analytics and extensive research to drive profitable…",Junior,None,2021-02-18
Intelligence Analyst,Abu Dhabi,Circinus LLC,None,Collaborate with other analysts to validate processes and correlate data to enhance the quality of our products and services. Advanced degree in related field.,None,None,2021-02-18
Business Analyst,Abu Dhabi,Al Masaood,None,"Interprets, evaluates, interrelates research data, and develops integrated business analyses and projections for incorporation into strategic decision-making.",None,None,2021-03-03
Clinical Coding Analyst,Abu Dhabi,AARIYA HEALTH CONSULTANCY,None,"Thrive in an environment where you can learn, acquire knowledge & carve out a path for your career growth by joining the industry leaders in the niche area of…",None,None,2021-02-18
Data Analyst- Credit Risk,Abu Dhabi,Marc Ellis Consulting,None,"The job holder will be working as data analyst and should have an ability to perform data quality assessment, data cleansing, transformation and enrichment…",None,None,2021-02-18
"INTERAGENCY COORDINATION AND PARTNERSHIPS ANALYST, DEVELOPME...",Abu Dhabi,United Nations,None,"Shows skill in developing sources for data collection. Identify sources for data and knowledge products from UN agencies, and means to locate them when required…",None,None,2021-02-18
Business Analyst,Abu Dhabi,Five Continent,None,"Extensive practical knowledge in importing data for use in report software, spreadsheets, graphs, and flow charts. Guide and Instruct Junior Staff Members.",None,10,2021-03-18
"Analyst, Fixed Asset Management & Insurance Solutions",Abu Dhabi,"DUFF AND PHELPS, LLC",None,"Visiting client facilities, interviewing clients, including face-to-face meetings, to gather data and information pertinent to the engagement;",None,None,2021-02-18
