Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
DFAC Supervisor,Abu Dhabi,DynCorp International LLC.,None,"Prefer military Chief Warrant Officer 1 through 4 (CW1-CW4) Food Service Advisory level. Maintain all DFAC financial records in accordance with contract, Army…",None,None,2021-02-20
IT Manager,Abu Dhabi,ParkerConnect,None,"Reports to Chief Financial Officer (CFO). Direct reports IT Help Desk Officer, Network Administration Officer, Database Administration,.",None,None,2021-03-10
"Director, Internal Audit and Risk Management - Office of Ent...",Abu Dhabi,NYU Abu Dhabi,None,"As a member of NYUAD’s senior management team, provide advice and information about risks and internal control issues to the Vice Chancellor, Provost, Chief…",None,None,2021-03-22
CFO - Leading Middle Eastern Group Company,Abu Dhabi,BAC Middle East,None,"The CFO reports to the Chairman and Vice President, and work with the Finance Director, Chief Operating Officer and Executive Directors on all strategic matters…",None,None,2021-02-20
"Dean, College of Business",Abu Dhabi,Zayed University,None,"As the chief academic and administrative officer of the College, the Dean will furnish leadership to the College faculty and staff;",None,None,2021-02-20
CTO - VR (Remote or Onsite),Abu Dhabi,Creative Technology Resources,None,In this role as Chief Technology Officer (CTO) you will provide strong technical leadership in all aspects of our business.,None,None,2021-03-12
Head of Anti-Money Laundering,Abu Dhabi,Tiro International,None,"Manage suspicious transaction report process, including escalations to Chief Compliance Officer to ensure awareness and report to CB where necessary.",None,None,2021-02-20
Head of Operational Risk (UAE National only),Abu Dhabi,Tiro International,None,Our client - a local bank is looking for a Head Of Operational & Market Risk (UAE Nationals only) who will report directly to the Chief Risk Officer in Abu…,None,None,2021-02-20
Senior Accountant(Arabic) - Leading UAE based Group Company,Abu Dhabi,BAC Middle East,None,The Senior Accountant will provide a key support function to the Chief Financial Officer in the commercial management of the company’s real estate portfolio and…,Senior,None,2021-02-20
• IT Project Manager – Software Development (Arabic speaker),Abu Dhabi,Black Pearl Consult,None,"Our client, a large entity in Abu Dhabi, is currently looking for an I T Project Manager – Software Development (Arabic speaker) who will report directly to the…",None,None,2021-02-20
Investment Risk Manager,None,"Barclay Simpson,",None,"Please contact me for further information or apply here. In this high profile role the Strategy, Research and Risk Specialist will support the Chief Investment…",None,None,2021-03-17
Port Engineer - Marine,Abu Dhabi,Marine Company,None,Certificate in Ship security officer. Sending circular technical administration and safety information to engine room crew on monthly basis.,None,None,2021-02-20
Investment Risk Manager,Abu Dhabi,Barclay Simpson,None,"Please contact me for further information or apply here. In this high profile role the Strategy, Research and Risk Specialist will support the Chief Investment…",None,None,2021-03-17
School Liaison Coordinator,Ras al-Khaimah,American University of Ras Al Khaimah,None,Chief of Marketing and Communication Officer. The American University of Ras Al Khaimah (AURAK) is an independent co-education institution of Higher Education…,None,None,2021-02-25
Executive Assistant,Ras al-Khaimah,Lobo Management,None,"Handle confidential information maintaining full discretion. Gather, compile, verify, and analyze information for the executive's use in documents.",None,None,2021-02-20
