Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Finance Manager – Corporate Accounting – Jumeirah Group,Dubai,Jumeirah,None,Finance Manager – Corporate Accounting – Jumeirah Group - (210000A8). Assist with technical accounting compliance/query management - IFRS and USALI related…,None,None,3/19/21
Customer Relationship Manager,Dubai,Siddhi International LLC,None,Strong writing skills to communicate with internal partners or even to write technical training manuals for end users.,None,None,3/7/21
IT Administrator,Dubai,British Council,None,"Investigating and resolving technical problems. Provide technical and administrative support to IT service delivery by identifying,. Act as OSO2 role on SAP.",None,None,3/15/21
Engineering Project Manager,Dubai,HILTI,None,Understanding the correlation between technical and commercial aspects of engineering work and service offering. What does the role involve?,None,None,3/18/21
Web Developer,None,MNCIS LLC,"4,000","9 Meeting both technical and consumer needs. 3 server manager and domain management 4 strong problem-solving strategies. 1 php frameworks (laravel, lumen).",None,2,3/17/21
Store InCharge - Watches,Dubai,Al-Futtaim,None,Suitable manpower planning done by department managers; Minimum two years Assistant Store Manager experience. The chance to push the limits every single day.,None,None,3/18/21
MANAGER MARINE ASSURANCE,Dubai,Emirates National Oil Company,None,"Independently conducts, or as a part of the Investigation Team, major marine incident investigations in line with the GEHS Technical Guidelines related to…",None,None,3/21/21
Facilities Manager,Dubai,Al-Futtaim,None,"The FM also has to develop and maintain standard operating procedures, emergency response plans, preventive and predictive maintenance programmes and all…",None,None,2/20/21
SPECIALIST – TALENT ACQUISITON,Dubai,Emirates National Oil Company,None,Determine their date of joining as agreed with line managers. Provide inputs to enable the Section Manager to prepare weekly and monthly reports for the section…,None,None,3/18/21
Customer Marketing Manager MEA,None,Essity,None,Customer Marketing Manager Middle East and Africa. The Customer Marketing Manager is responsible for driving the Customer Marketing budget and plans that are…,None,None,3/11/21
Flutter Mobile Developer,None,Uruk IT Solution,"16,000",Communicate with the Project Manager regarding status of projects and suggest appropriate deadlines for new functionalities. Write tests for the App.,None,2,2/22/21
E-Commerce Performance Marketer,None,BeanBurds,"20,000-30,000","Prefer 4+ years of experience as eCommerce Manager. Proficient in Shopify, Klaviyo, Google Analytics, Returnly, SEO Manager, Yotpo and more.",None,4,3/11/21
Technical Solutions Consultant,Dubai,Ellucian,None,"The Technical Solutions Consultant is an Ellucian technology specialist, helping to translate product strategy & vision and technical jargon into audience…",None,None,3/19/21
Business Development Manager,Dubai,AL MISK PROPERTIES,"10,000","Assist in technical proposals, capability planning and contribute to the technical approach sections of proposals as required. The Right Person for the Role*.",None,None,2/28/21
Technical Account Manager,Dubai,Nexus Group,None,"As a Technical Account Manager, you will be responsible in engaging and maneuvering large technically complex deals, managing all technical aspects of Nexus’…",None,None,3/2/21
Female Office Manager cum PA for the PDC Group Founder & CEO,Dubai,PDC Consult,None,Maintains professional and technical knowledge by attending educational workshops; Female Office Manager cum PA for the PDC Group Founder & CEO.,None,None,2/20/21
Technical Program Manager I,Dubai,Careem,None,"Experience in Program Management on technical cross-functional projects. Exercise technical judgment in working with large, cross-functional teams.",None,None,2/20/21
Database Management Officer,Dubai,Jebel Ali School,"5,000-5,500",Manage the technical aspects for setup of data for all new students and removal of leavers. Work closely with the iSams manager to ensure that data collection…,None,3,3/4/21
R&D MANAGER,Dubai,McCormick,None,"This role is a customer facing technical R&D leader located in Dubai, covering Middle East markets. Provides technical support to customers as appropriate in…",None,None,3/19/21
Customer Success Manager - MEA,Dubai,WebEngage,None,"We are looking for people with the right mix of compassion, communication skills, and technical knowledge to get the job done.",None,None,3/14/21
TECHNICAL INSPECTOR,Dubai,Emirates National Oil Company,None,Technical diploma/certificate in automobile technology. Carries out proper Technical Inspection with responsibility and as per vehicle.,None,None,2/25/21
Technical Principal/Tunnel Design Manager,Dubai,Bronze Electromechanical Bros,None,Company: Bronze Electromechanical BrosEmployment Type: Full TimeEducation Level: BachelorExperience: 16 YearsJob Type:…,None,None,2/20/21
"Real Estate, Construction and Engineering Manager - MENA",Dubai,Q Tech General Trading LLC,None,"Experience as a facilities manager or similar. Experience as an engineer and senior construction manager. Prepare reports, specifications, technical analysis to…",None,None,3/13/21
Assistant Operations Manager,Dubai International City,Al Qawafel Express Cargo Transport by Heavy Trucks...,"4,000",Planning for and negotiating technical difficulties. Freshers no need to apply \*\*. An all round Road Container Transport specialist with Middle East…,None,None,3/10/21
Head Of Information Technology,Dubai,KPMG,None,Provides direction and input for all technical staff and IT members involved in various projects in order to develop business acumen in parallel to technical…,None,None,2/20/21
"Area Sales Manager, Commercial",Dubai,Bridgestone,None,"We employ over 140,000 people around the world, operate 3 technical centers and 178 manufacturing plants, and sell products in more than 150 countries.",None,None,3/19/21
Manager - Application Operations,Dubai,Majid Al Futtaim,None,Proven skills of balancing technical knowledge with business acumen. Proven skills of balancing technical knowledge with business acumen.,None,None,3/14/21
Email Marketing Manager,Dubai,Puffy,None,Puffy is looking for a passionate and experienced Email Marketing Manager to join our team in Dubai! Identify and address any technical issues with the campaign…,None,None,3/22/21
Consulting Project Technical Director,Dubai,OFSS,None,"To accelerate deals across EMEA we seek applications for Oracle Project Manager. Interact with all roles at customer – including CIO, CTO, IT Architects,…",None,None,3/20/21
Technical Account Manager,Dubai,Fortinet,None,At Fortinet we are looking for a Technical Account Manager to build a long term trusted relationship by operating as primary technical advisor for key…,None,None,3/5/21
Package Manager,Jebel Ali,National Oilwell Varco,None,Manage the Project Execution for Technical Delivery. Coordinate with vendors for timely submission and approvals of technical documents and highlight to Project…,None,None,2/20/21
IT Support,Dubai,BFL,"3,000-3,500",Provides technical support across the company (this may be in person or over the phone). Report equipment failure to the Immediate Manager to maximize operation…,None,3,3/7/21
Project Manager,Dubai,Avanza Solutions,None,8+ years of Banking Domain experience. Coordinate internal resources and third parties/vendors for the flawless execution of projects.,None,None,3/4/21
English & Hindi Speaking Executive Assistant,Dubai,Amourion Training Institute,"3,000-5,000",In-depth knowledge of office management and technical vocabulary of relevant industry. Ability to work with content editors and managers in submitting revisions…,None,None,3/22/21
Fleet Solutions Manager - UAE,Dubai,Bridgestone,None,"The Fleet Solutions Manager is a manager level position. Willing to travel frequently, working with Partner teams, fleet managers and decision makers to pitch…",None,None,2/26/21
Manager Procurement,Dubai,Zayed University,None,Knowledge & Technical Competency - Demonstrates proficiency in technical and job knowledge aspects of the position to achieve high level of performance.,None,None,2/20/21
Mechanical Engineer,Dubai,Abdullah A. AlMoosa Enterprises - Arenco Group,None,The candidate shall have working knowledge/ experience of project documentation and communication with the project manager/ consultants/ contractors.,None,None,3/21/21
Quality Engineer,Dubai,Element Materials Technology,None,Ability to identify quality and technical problems and work with colleagues to determine effective and sustainable solutions. Save them time and money;,None,None,3/15/21
Administrator / Management Assistant,Dubai,SEVA Experience,"2,500-5,000",Technical Skills (all technical skills must be met for the application to be considered) : Handle queries from managers and employees. Well versed in using Mac.,None,4,3/18/21
Machine Operator,Dubai,CANPACK,None,Minimum of 2 years experience in the same field with good technical and maintenance background. Communicating and reporting comments on technical conditions of…,None,None,3/14/21
Service Manager,Dubai,CAR FARE AUTO-WORSHOP,None,Candidate must have Diploma in Automotive or Graduate in Mechanical Engineering with minimum 10 years of experience as Service Manager.,None,None,2/24/21
ITSM - ITIL - Service / Support Manager,Dubai,eMagine Solutions,None,"Direct reports will include an Incident Manager, Service Manager, Problem Manager, Change Manager and Config teams.",None,None,3/11/21
Civil Operations Manager,Dubai,Sahil Green Line Human Resource Consultancy,"20,000","A successful Civil Construction Company in Dubai is looking for a Civil Operations Manager*. Project Management, Planning, Scheduling, Progress monitoring,…",None,10,3/18/21
Infrastructure Ops Manager,Dubai,Majid Al Futtaim,None,To be successful in this position you will be an experienced Infrastructure Manager who has worked in large and complex technical environment with a multi…,None,None,3/12/21
General Manager,Dubai,Nathan & Nathan,None,Executive Secretary of the General Manager (direct responsibility). Executive Director (the immediate responsible before the General Manager).,None,None,2/20/21
Assistant Project Manager,Dubai,Sahab HR Consultancy,"18,000-30,000","Graduate in Civil Engineering, with 10-15 years experience out of which 3-5 years in similar positions managing independently the entire technical and…",None,None,2/22/21
Actuarial Apprentice - Life (12 month Contract),Dubai,Munich RE,None,Liaise with client managers to assist on technical matters with existing and prospective clients. Ability to grasp new concepts and technical issues quickly.,None,None,3/22/21
Support Account Manager,Dubai,NetApp,None,"Good technical knowledge in Storage and/or Virtualization Technology, and the ability to quickly acquire technical knowledge.",None,None,3/20/21
INFINITI PRODUCT MANAGER,Dubai,Nissan,None,GM – Product Marketing & Pricing (IM). Main tasks and responsibilities (Including team management if any): Analyse Model- and Competitor performance.,None,None,3/8/21
Social Media Manager,Dubai,Beams IT Solutions,None,"Ultimately, a top-notch Social Media Manager should back their expertise by creating and sharing all relevant technical documents.",None,4,3/13/21
Manager - People and Change,Dubai,KPMG,None,"Project delivery as per commitments to client – technical quality of deliverables, meeting time commitments, managing client expectations.",None,None,2/20/21
Web Agency Project Manager,Dubai,Atechy Group,"4,000-8,000",Web Agency Project Manager Responsibilities: Our company is urgently looking for a Web Agency Project Manager. Working Visa supplied with Annual ticket home.,None,None,3/8/21
Distribution Account Manager MEA,Dubai,CommScope,None,"Have the technical know-how to demonstrate technical products to distributors, channel partners and end clients. You Will Make an Impact By:",None,None,3/17/21
Engineering Manager - W Residences,Dubai,"Marriott International, Inc",None,"Posting Date Feb 23, 2021. Location West Crescent Palm Jumeirah, Dubai, United Arab Emirates, United Arab Emirates VIEW ON MAP. High school diploma or GED;",None,None,2/24/21
Client Account Manager,Dubai,Capital International Group,"4,000-5,000","Strong technical and computer skills (MS Office tools, etc.). We are currently seeking Client Account Manager, who will be responsible to ensure the customer…",None,None,3/6/21
CCNA - Technical Support Specialist PV,Dubai,Canon,None,Carry out other duties as requested by Technical Manager. Design and deliver technical training all Photo Video products as designated by the Service Manager.,None,None,2/24/21
Safety and Quality Specialist,Dubai,Kone,None,"Investigate, analyze & structured reporting of the product with technical issues; Reporting into the Regional Safety Manager, the successful candidate will…",None,None,3/11/21
IT Support Analyst,Dubai,Zayed University,None,"Provide second level technical support to all Mac and Windows users including staff, faculty and students. Mobile devices, tablets and Smart phones, Multimedia…",None,None,2/20/21
MANAGER MERCHANDISING APPAREL,Dubai,PUMA,None,"SPEED & SPIRIT is what we look for in our candidates, defined by some simple values that inspire us to BE DRIVEN in our performance, BE VIBRANT in our sporting…",None,None,2/20/21
Export Project Specialist,Dubai,Nestle,None,"Provide Operations timelines to the project manager in the receiving market (RSA ,Supply Chain, Manufacturing & Technical, Finance). A day in the life of...",None,None,3/12/21
Machine Operators - Dubai,Dubai,OnePoint,None,Communicating and reporting comments on technical conditions of machines and related matter concerning machine & production. Ensuring all raw materials (eg.,None,None,3/12/21
General Manager (m/f),Dubai,Departer - The German Headhunter,None,Experience in selling engineered solutions into industrial–oriented and technical end customers and distribution partners. Regular reporting to European HQ.,None,None,2/20/21
Workshop Manager - Luxury Car,Dubai,Buildwell HR Solutions,"9,000-10,000","Our client, service center for Luxury cars is seeking to hire workshop Manager. Graduate with minimum 5 Plus years of UAE experience in handling a team of…",None,5,3/8/21
Branch Operations Manager,Dubai,Dreamworks Spa,None,Technical knowledge for wellness/massage/body treatment services. With 3 to 5 years of work experience as Spa Manager in UAE.,None,3,3/15/21
Operations Manager,Dubai,Informa Markets,None,"Reporting to the Senior/Group Operations Manager, the Operations Manager will be responsible together with the Senior/Group Operations Manager for implementing…",None,None,3/9/21
Project Manager (F/M),Dubai,Electra Events & Exhibitions,None,"Providing production crew, subcontractors and site managers with necessary documentation including but not limited to technical drawings, bill of quantities,…",None,None,2/20/21
Confirmed AFC systems technical project manager,Dubai,Fime,None,Confirmed AFC systems technical project manager. Proven experience as technical project manager or equivalent in the AFC ticketing industry.,None,None,2/20/21
Engineering Manager,Dubai,SUEZ,None,Project Engineering Manager Requirements and Qualifications. Project Engineering Manager Duties and Responsibilities. Who are we looking for?,None,None,2/20/21
"Senior Project Manager Water, UAE - Dubai",Dubai,Jacobs,None,The team deals with a range of public and private sector clients and provides specialist technical advisory and project management services on water industry…,Senior,None,3/18/21
Accounts Payable and Accounts Receivable Manager,Dubai,The Gulf Recruitment Group,None,"We believe that a recruitment consultant should be a partner in your search, providing a truly consultative approach with the technical knowledge and ability…",None,None,2/20/21
Product Manager,Dubai,JRD Group,None,Understanding of the technical architecture of complex and highly scalable web applications and APIs. BA/BS in Computer Science or MBA or related technical…,None,None,2/20/21
Medical Representative,Dubai,Metropolitan Medical Marketing,None,Proven aptitude for highly technical data/materials and presenting to KOL’s. Timing and follow up of orders. Value proposition for orders with decision makers.,None,None,2/20/21
Crewing Manager,Dubai,Seaways International,None,Conduct Second interview of shortlisted candidates;/Third interview by Marine / Technical department;/Fourth interview by GM / Tech Manager;,None,10,3/4/21
Sales Trainer,Dubai,Pandora Jewelry,None,"PROFESSIONAL QUALIFICATIONS AND TECHNICAL SKILLS. The Sales Trainer is responsible for all the Sales Training activities, in order to ensure that all RSM/DSM…",None,None,3/19/21
Facilities Engineer,Dubai,Integrated Technical Services,None,"This involves managing the technical staff, providing help, advice and technical guidance, while managing and exceeding the clients’ needs.",None,None,2/20/21
Supply Manager,Dubai,HILTI,None,"Furthermore, you will be required to align technical specification and COGS target with the capabilities of suppliers while maintaining prices in the system…",None,None,2/23/21
Project Manager,Dubai,Scientific Analytical Tools,None,"Reports to the Business Development Manager. Assist in the definition of project scope and objectives, involving all relevant stakeholders and ensuring…",None,None,2/20/21
FM Estimation Manager,Dubai,Al-Futtaim,None,Bid Manager (FM Estimation Manager). Negotiating with suppliers on both technical and commercial aspects of products. Refocusing efforts if off track.,None,None,3/5/21
Site Engineer,Dubai,IBA HOUSE,None,Carry out technical and feasibility studies and draw up blueprints that satisfy technical specifications. Cooperate and communicate effectively with project…,None,None,2/20/21
Planning Manager,Dubai,Al-Futtaim,None,"Supporting, as directed, line manager in provision of programme planning and scheduling Management Services for a portfolio of works or single large project.",None,None,3/7/21
School Admissions Manager,Dubai,Taaleem,None,A sound knowledge of the school and the curriculum on offer is an asset • Exhibit exemplary written/ spoken English • Demonstrate competence in computer…,None,None,2/20/21
Sales Manager,Dubai,TREK BICYCLE STORE,None,"As a Sales Manager at Trek Bicycle Store – UAE, your day to day tasks will include (however not limited to): Exceptional written and verbal communication skills…",None,None,2/20/21
Delivery Lead - ERP & EPM Systems,Dubai,Majid Al Futtaim,None,"Since the Delivery Manager is involved with multiple business functional groups (Legal, HR, Finance, etc…), the Manager will not only know how to manage…",None,None,3/14/21
Junior Implementation Manager,Dubai,BeyondTrust,None,Effectively manage technical and non-technical project issues to resolution. Ability to learn required technical knowledge relating to BeyondTrust products.,Junior,None,2/20/21
Sales Manager,Dubai,HIGH SPEED COMPUTER TRADING LLC,None,"Maintains professional and technical knowledge by attending educational workshops, reviewing professional publications, establishing personal networks, and…",None,5,3/20/21
Technical Manager,Dubai,Kinetic Business Solutions,None,A leading medical devices company is looking for an Arabic speaking Technical Manager to join their team in Dubai. Ensure code produced meets company standards.,None,None,3/10/21
Manager - CX Solutions,Dubai,Majid Al Futtaim,None,"Majid Al Futtaim invites you to join us in our quest to create great moments for everyone, everyday! We are the leading shopping mall, residential communities,…",None,None,3/11/21
Operations Manager,Dubai,Willis Towers Watson,None,"Develop strong working relationships with client facing and market facing managers and together ensure high level performance and fast, effective issue…",None,None,2/20/21
"Head of Customer Support, META",Dubai,Kaspersky Lab,None,"Technical Account Manager or similar experience is a must. Lead ground support for customer support agents & managers, developing and implementing efficient…",None,None,2/20/21
Operations Manager - Construction,Dubai,Boundless Consulting Human Resources Architects,None,Communicating technical details to clients when required. Prioritizing tasks and allocating work to project managers. 10+ years of experience in the same field.,None,None,3/15/21
Account Manager - Mid-Enterpise,Dubai,Genome Technology Consultants,None,Ability to communicate with technical audience. Providing customers with pricing and work closely with the technical teams to devise technical solutions as per…,None,None,3/2/21
Compliance and Assurance Manager,Dubai,Bupa Global,None,Provide technical knowledge and support on key projects. To promote a robust and effective conduct and compliance culture and technical support to key strategic…,None,None,3/18/21
Safety and Quality Specialist,Dubai,Kone AB,None,"Investigate, analyze & structured reporting of the product with technical issues; Reporting into the Regional Safety Manager, the successful candidate will…",None,None,3/11/21
Senior Brand Expression Manager- Design,Dubai,Procter & Gamble,None,"A portfolio that will be assessed on creative excellence, storytelling, problem solving and technical deep understanding. Who are we looking for?",Senior,None,3/3/21
Product Specialist,Dubai,AABTools.,"4,000-4,500",Working with engineers and technical managers to understand project requirements and recommending the right product as per their application.,None,2,3/17/21
Manager - TAX,Dubai,HAMT CONSULTANTS,"12,000-15,000",Possess Strong technical knowledge regarding indirect tax. Our client one of the leading consulting companies in UAE requires Manager - Tax for their operations…,None,None,2/28/21
Software Technical Support & User Manager,Dubai,Plum Jobs,None,Our client is a global specialist software firm and we are recruiting an experienced software technical support manager to join their Dubai operations to lead…,None,None,2/20/21
Media Design and Production Manager,Dubai,Zayed University,None,"Provides design concepts, story boards artwork and technical oversight for the production of all multimedia publications. Add To Basket Refer Apply Now.",None,None,2/20/21
Manager Group Credit,Dubai,Emirates NBD,None,Initiative to improve knowledge and technical skills. Assessing credit proposals for wholesale Banking portfolio to ensure these fit within Bank’s strategy and…,None,None,3/2/21
Program Manager Professional Services,Dubai,Fortinet,None,Bachelor’s Degree in technical or management discipline and/ or extensive project management. The role spans all customer-facing Fortinet functions and the…,None,None,3/10/21
Project Engineer,None,Don Rite Project Management,None,"Be fully conversant with International codes and standards, and client related technical specification (softscape, irrigation, lighting and hardscape).",None,None,2/20/21
Technical Manager/Port Engineer,Abu Dhabi,UNSM Ship Management L.L.C.,None,"Assist the Fleet Manager in emergency response, budget preparation, and follow-up. Issuing of technical reports and implementation of the HSE and QA policies.",None,,3/17/21
Onshore Technical Supervisor,Abu Dhabi,VHR Recruitment,None,"Created in 2003 by technical engineers and experienced recruiters, VHR delivers a partner-orientated approach.",None,None,3/21/21
Customer Service Representative,Abu Dhabi,"Hill International, Inc",None,"Save data in excel sheets, as required from the Line Manager, for future reference in regards to the internal and external bookings, tours and registrations…",None,None,3/17/21
Hotel Manager,Abu Dhabi,Mandarin Oriental Hotel Group,None,"Ability to assemble, analyze, understand integrated spreadsheets, and complex technical information. Hotel Manager will ensure that appraisals and feedback…",None,None,3/22/21
Contracts Manager - Abu Dhabi,Abu Dhabi,Jacobs,None,"As the Contracts Manager you will have responsibility for leading, monitoring, managing and reporting on all commercial and contractual aspects and propose…",None,None,3/19/21
ELV Manager,Abu Dhabi,Spectrum Cube Technical Services LLC,None,Our company is looking for an ELV Systems Project Manager with the following qualification: Experience 10-15 years working in an ELV Systems Contracting Company…,None,10,3/20/21
Facilities Manager,Abu Dhabi,Sahil Green Line Human Resource Consultancy,"20,000",Work with managers to implement the company's policies and goals. One of the successful facilities management Company is looking for Facilities Manager …,None,10,3/21/21
OPERATIONS COORDINATOR,Abu Dhabi,Al Ghazi,None,Validate and qualify new customers before referring to the appropriate sales manager. Assist technical and marketing teams in developing marketing materials and…,None,None,3/15/21
Training Manager,Abu Dhabi,Petrofac,None,Petrofac is currently looking to recruit a Training Manager based in UAE. Senior project management experience in managing and delivering large scale Operations…,None,None,3/16/21
Office Administrator,Abu Dhabi,Nathan & Nathan,None,Be a part of the Finance & Administration department and report to the Aftermarket Manager. Have some basic technical knowledge or familiar with some of the…,None,None,3/7/21
Manager - Legal Counsel,Abu Dhabi,Aldar,None,"Assist with day-to-day legal transactions, such as sales, leases and the grant of other real estate rights and interests. 2+ years of managerial experience.",None,None,3/15/21
Technical Project Manager,Abu Dhabi,GamaLearn,None,"We are looking for an experienced Technical Project Manager to manage a territory of fast-growing Higher Education-focused EdTech projects in MENA region, by…",None,None,2/20/21
Technical Support Representative,Abu Dhabi,Mandilak,None,Other duties as assigned by manager. Work on projects relating to the Technical Services department. Enters information into Oracle based modules pertinent to…,None,None,2/20/21
Management Reporting and Analysis Specialist - Budget Office,Abu Dhabi,NYU Abu Dhabi,None,Partner with the ERP Applications technical support team to maintain the financial planning and budgeting system (Hyperion Planning) including;,None,None,3/22/21
Senior Document Controller - Local,Abu Dhabi,Worley,None,"Monitor, lead and follow-up activities related to the administration and management of technical Documentation for the Project from conception through to hand…",Senior,None,3/17/21
Contract Manager VESE - EGA,Abu Dhabi,Veolia,None,Produce requested reports when required by the General Manager. Report all relevant information to the General Manager promptly and accurately.,None,None,3/3/21
Procurement Specialist,Abu Dhabi,Weatherford,None,"This position does not include managers. Provide information to the Plant Manager, as required, for monthly reports. Superior purchasing and negotiation skills.",None,None,3/22/21
Engineer I,Abu Dhabi,Petrofac,None,Carry out site technical and safety audits as directed. Provide answers to technical queries related to operations. Lead and carry out risk assessments.,None,None,3/16/21
Commercial Manager,Abu Dhabi,Parsons International,None,"Provides technical guidance to assigned personnel, and ensures proficiency and timeliness of contract administration. Do you have an eye for details?",None,None,3/18/21
Senior HSE Manager (Rail),Abu Dhabi,Jacobs,None,"Candidate must have advanced technical training. You will serve as the functional leader for the technical interpretation of health, safety and environmental…",Senior,None,3/22/21
Senior QHSE Officer (ADNOC Operations - Oil & Gas Sector),Abu Dhabi,GULF CATERING AND SUPPORT SERVICES LLC,"6,000-7,000","Responsible for providing the necessary QHSE (Quality, Health, Safety and Environment) guidance, advice & reporting to enable the Location Manager, Operation…",Senior,5,3/17/21
Operations Manager,Abu Dhabi,M&S Group,None,"Position reports to General Manager. Responsible for overall vision, direction and performance of activities and technical elements of the facility to deliver…",None,2,2/20/21
Training Manager,Abu Dhabi,AAR Corp.,None,"In the absence of the Trainer, the Manager, Technical & Regulatory Training or an appropriate Subject Matter Expert (S.M.E.), delegated by the Manager, acts on…",None,None,2/20/21
BIM Manager for infrastructures projects,Abu Dhabi,LC & Partners,None,"Strong computer, technical and communication skills are essential and required. The BIM Manager will coordinate all BIM Logistics (BIM Models, Emails, File…",None,None,2/20/21
Relationship manager - Hunting,Abu Dhabi,Versatile Consultancy,"4,500",Maintain professional and technical knowledge by participating in trade shows and conventions; Secure new business opportunities through networking and contact…,None,2,3/3/21
Procurement Specialist,Abu Dhabi,BeamTrail,None,"Purchasing materials on behalf of the Business according to required technical specifications, price, delivery schedule, and terms.",None,None,3/22/21
Video and Broadcast Manager - Arts Center,Abu Dhabi,NYU Abu Dhabi,None,"Firsthand experience and technical knowledge producing events on virtual event platforms such as Zoom, Vimeo, Facebook and YouTube.",None,None,3/19/21
General Manager - Abu Dhabi,Abu Dhabi,National Oilwell Varco,None,"An effective General Manager can identify problems, think strategically/tactically/technically, solve problems and implement solutions. At 120 days and beyond:",None,None,2/28/21
HR Assistant/Coordinator,Abu Dhabi,Alpin Limited,None,"A pleasant attitude - Happy to join a close-knit, entrepreneurial, technical team in the UAE; The local team is composed of a diverse range of experts who lead…",None,None,2/20/21
Store Manager - Christian Louboutin (Abu Dhabi),Abu Dhabi,Chalhoub Group,None,"The collections for both men and women combine wit, glamour, elegance and technical proficiency like no other. What we can offer you.",None,None,2/20/21
3G Cellular Technical Lead,Abu Dhabi,BeamTrail,None,Lead small group of UMTS engineers and take key technical decisions. BeamTrail works towards delivering the best solutions and user experience for governmental…,None,None,3/22/21
Applications Manager,Abu Dhabi,twofour54,None,High level of technical knowledge in applications and solutions. Develops in coordination with IT team a strategy and roadmap for the corporate applications…,None,None,2/20/21
