Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Senior Solution Architect (Pre-Sales) - Turkish Speaker,Dubai,OutSystems,None,"Strong business acumen is a plus; By leveraging automation, artificial intelligence and deep technology integrations, software developers and business users can…",Senior,None,2/21/21
"Manager, head of selection and product management analytics",Dubai,Amazon Middle East and NA FZ,None,"Manager to lead our Retail Selection and Product Management business intelligence team. 5+ years of experience in analytics, data engineering, business…",None,None,2/21/21
Senior Solution Architect (Pre-Sales) - Dubai,Dubai,OutSystems,None,"Strong business acumen is a plus; By leveraging automation, artificial intelligence and deep technology integrations, software developers and business users can…",Senior,None,2/21/21
Director - Data & Analytics,None,Mubadala,None,Enable business innovation through data: Excellent investment business acumen and interpersonal skills; Broad business experience internally and within the…,None,5,2/21/21
Business Analyst,Dubai,BELHASA CAR RENTAL,"5,000-6,000",Experience with RDBMS & Business Intelligence. Creating business dashboards for Business heads & CXOs. Translate basic business problem statements into analysis…,None,None,3/22/21
Chartered Financial Analyst (Female candidates Only),None,Match Liquidity DMCC,None,"Perform market research, data mining, business intelligence, and valuation comps. Chartered Financial Analyst (CFA -USA).",None,None,2/25/21
Business Analyst,Abu Dhabi,Techmax Technologies,"5,000-8,000","2+ yrs experience in Business Intelligence or business analyst role, including data warehousing and business intelligence tools, techniques, and technology.",None,None,3/4/21
HR Data Analyst - Contract Hire,Abu Dhabi,Nawah Energy Company,None,"Strong analytical skills, including expertise in statistical software and Excel, experience with business intelligence tools, and ability to communicate data…",None,None,3/1/21
Management Reporting and Analysis Specialist - Budget Office,Abu Dhabi,NYU Abu Dhabi,None,"Experience working with business intelligence tools (such as Tableau, OBIEE, Power BI, Business Objects, etc.). Bachelor's degree in business management.",None,None,3/23/21
Data Analyst,Abu Dhabi,Tiro International,None,Advanced skill with MS-Excel and Business Intelligence tools (Power BI and/or Tableau) is mandatory. Our client - a large Government entity is looking to…,None,None,2/21/21
Data Scientist,Abu Dhabi,Projobs4you LLC,None,Experience using business intelligence tools (e.g. Propose solutions and strategies to business challenges. Work location & end client is in Abu Dhabi ( Payroll…,None,5,3/19/21
TDO Analyst,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,The TDO Analyst creates detection logic tailored to enterprise threat landscape using industry-specific intelligence and developed use cases.,None,None,2/21/21
Market Research Analyst,Abu Dhabi,Marc Ellis Consulting,None,Act as an internal consultant in assisting the Board of Directors in data- driven decision-making by providing feasibility studies through developing…,None,None,2/26/21
Project Manager for Data,Abu Dhabi,Isharat,None,2+ years of business intelligence tools. Experience as a Software Development business analyst. Partner in the development of solutions that surface from…,None,None,2/21/21
Senior Specialist/ Strategic Analyst,Abu Dhabi,Marc Ellis Consulting,None,Work with Business Intelligence Department and other internal and external stakeholders in order to contribute in conducting strategic analyses and in…,Senior,None,2/21/21
Technical Development Senior Officer,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,"Designing OTBI (Oracle transactional business intelligence) reports. Business skills (SCM, Purchasing, Manufacturing, etc..). O Bills of Material (BOM).",Senior,None,2/21/21
Business Analyst,Abu Dhabi,Techmax Technologies,"5,000-8,000",We are currently hiring a Business Analyst for a large client who is based in Abu Dhabi. This role will be in charge or administering all types of projects…,None,None,3/4/21
HR Data Analyst - Contract Hire,Abu Dhabi,Nawah Energy Company,None,Job Description Operate preconfigured Data Integrity Tools to identify differences in employee populations and individual data items between systems within…,None,None,3/1/21
Management Reporting and Analysis Specialist - Budget Office,Abu Dhabi,NYU Abu Dhabi,None,Position Summary: UAE Nationals are encouraged to apply New York University Abu Dhabi (NYUAD) seeks to appoint a Management Reporting and Analysis Specialist…,None,None,3/23/21
Data Scientist,Abu Dhabi,Projobs4you LLC,None,"Greetings from Projobs4you ! We are Looking for suitable candidate to fill the following Position for one of our client Position: ""Data Scientist"" – for…",None,5,3/19/21
Market Research Analyst,Abu Dhabi,Marc Ellis Consulting,None,"Business & Market Intelligence: • Assess the current and possible future state of the market • Data aggregation through primary and secondary research,…",None,None,2/26/21
Project Manager for Data,Abu Dhabi,Isharat,None,"The Project Manager for Data role will play an integral role in bringing these key innovative technology solutions to life. Success requires analytical savvy,…",None,None,2/21/21
Senior Specialist/ Strategic Analyst,Abu Dhabi,Marc Ellis Consulting,None,"Participate in the development of corporate strategies, supporting to achieve strategic directions effectively and efficiently. The Senior Specialist role…",Senior,None,2/21/21
Director - Data & Analytics,None,Mubadala,None,Director - Data & Analytics -\* (\*200285)* Description Job Purpose* Defines the data and analytics strategy and data governance program for Mubadala…,None,5,2/21/21
