Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Fleet Operations Manager,Dubai,MyDelivery,"5,000",Analyzing data to increase business operational efficiency. Deciding whether to lease or buy vehicles. Implement and enforce transportation scheduling and…,None,4,2021-03-23
Sales Manager,Dubai,Tagit,"4,000-6,000",Strong business acumen in a must. Contribute in sustaining and growing business to achieve long-term success. Acquiring a thorough understanding of key customer…,None,,2021-04-03
Product Manager - Covid & Respiratory,Dubai,Abbott Laboratories,None,"BA/BS required in science, engineering, marketing, finance, business process or another equivalent field. The position will be based in UAE Dubai office.",None,None,2021-04-09
IT PORTFOLIO MANAGER,Dubai,Emirates National Oil Company,None,"Lead the IT portfolio management practice including framework, policies, procedures and processes. Establishes and manages the IT portfolio management practice…",None,None,2021-04-04
Interior Project Manager,Dubai International City,Polymer Interior Decoration LLC,"4,000-6,000",Unquestioned business and personal integrity. Experience in Interior project approval process in UAE. AT LEAST 3 YEARS UAE EXPERIENCE REQUIRED|*.,None,3,2021-04-06
Telecom Bidding and Contract Manager-Dubai,Dubai,Xad Technologies,"6,000-9,000",Business development manager: 1 year (Preferred). Build contacts with potential clients to create new business opportunities and to keep prospective client…,None,None,2021-03-25
Operation Coordinator(RD-8B776),Dubai,Genavco,None,Must be proficient in a wide range of processing business set-up. Collecting and analyzing the process of operations and other project users to gauge success.,None,None,2021-04-07
Accounts Payable & Intercompany Manager,Jebel Ali,National Oilwell Varco,None,Review processes to eliminate waste and enhance efficiency. Implement best practices and standardize processes across ME ledgers.,None,None,2021-03-24
Project Manager - INDEX Conferences & Exhibitions,Dubai,INDEX Holding,None,Absolute understanding of the sales process. Prepare plans and develop timetables with set deadlines in accordance with the project management process adopted…,None,None,2021-04-11
Business Analyst,Dubai,Kone,None,"He/ She will advise on processes and system improvement based analysis and discussions with operations teams, to come up with improved business solutions.",None,None,2021-04-01
Cash & FX Manager,Dubai,Aramex,None,"Reviews and drives improvements in cash, liquidity, and FX management, ensuring financial obligations are met in accordance with the business requirements and…",None,None,2021-03-29
Young Graduate Business Analyst - Dubai,Dubai,odoo,None,Ability to understand business processes. This position will be a blend between a functional consultant and a project manager. Fluent in English and Arabic.,None,None,2021-03-25
Business Development Manager (Labour Supply),Dubai,Ancient Builders Constructions Co. LLC,"12,000-15,000",Coordinate and assist in the proposal process. Take an active approach towards identifying new opportunities. Convince prospects and current customers to buy-in…,None,5,2021-03-29
Manager,Dubai,Kantar TNS,None,Develop new business from existing clients. Good understanding of client business and market. Suggest process improvements to suppliers and team.,None,None,2021-04-06
"Manager, PR and Communications",Dubai,Majid Al Futtaim,None,Conduct companywide corporate communications audit and review to ensure BU compliance with the policies & processes.,None,None,2021-04-06
Accomplished CEO,Dubai,Excellence Dubai,"43,000","Make high-quality investing decisions to advance the business and increase profits. Familiarity with diverse business functions such as marketing, PR, finance…",None,None,2021-03-25
Business Development Manager - Gaming,Dubai,Lenovo,None,"Plan business and 4P strategy, drive annual/quarterly Gaming business planning based on market, customer, and business analysis.",None,None,2021-03-18
Procurement Manager,Dubai,The Global Search Company,"30,000-35,000",Monitors business trends and product availability to pay the best price for company goods and services without sacrificing quality or delivery times.,None,None,2021-03-31
Business Development Manager (Own Visa Preferred),Dubai,CEO Clubs Network,None,Develop a new business prospect listing to ensure that future new business development is planned in advance. Business development: 1 year (Preferred).,None,None,2021-04-04
Client Services Manager,Internet City,Fragomen,None,"Developing business opportunities with new and existing clients. Develop, track and report key performance parameters including the development and…",None,None,2021-03-18
Business Development Manager,Dubai,HMD Investments LLC,None,"Business development manager: 1 year (Preferred). Job Types: Full-time, Temporary, Permanent. Business Developments: 1 year (Preferred).",None,None,2021-03-12
Manager,Dubai,Expo 2020,None,Facilitate the booking process for the Creative Studio including administration of all schedules; Create and communicate the required processes and procedures…,None,None,2021-03-18
Business Development Manager,Dubai,ibtech international FZC,None,"The ideal candidate is a progressive result-driven senior operational leader who is recognized for his/her general management, business development,…",None,10,2021-03-21
Business Development Manager - Distribution Business,Dubai,Kone AB,None,Lead meetings and negotiations with stakeholders and business partners to pursue business opportunities and protect the organization’s business interests.,None,None,2021-03-12
Business Development Manager (Interior Fit-out),Dubai,HortonTech,None,Thorough understanding of diverse business processes and strategy development. Maintain relationships with partners/vendors/suppliers and business focus.,None,3,2021-03-29
Accounting Manager,Dubai,Bronze Electromechanical Bros,None,Assist internal and external auditors during the audit process. Support the annual budgeting exercise to produce a comprehensive financial budget that correctly…,None,None,2021-03-12
Business Risk and Control Manager,Dubai,Citi,None,"Create various reporting metrics to identify emerging business and operational risk trends by function/process including loss events, near-miss events and…",None,None,2021-03-12
Solutions Manager,Dubai,Rookie Ninja,"4,000-6,000","Ability to communicate clearly and effectively with developers, business owners, and senior business leaders. Customize and present the relevant material during…",None,2,2021-03-31
IT Vendor Manager AMEAP,Dubai,MBCC Group,None,Implement a clear process for when IT regional involvement is needed for IT-related services vs. when business units are able to engage and procure IT items on…,None,None,2021-03-29
FACILITY MANAGER (30286),Dubai,Nadia,None,Coordinating for the staff recruiting process. Coordinating with Security & cleaning manager for the daily operation. Experience in property/estate management.,None,None,2021-03-18
Hiring for a Assistant Manager and Manager Sales (SaaS IT Pr...,Dubai,KNR Management Consultants,"10,000-20,000",Identify new business opportunities and build relation with Enterprise clients. Manage complete Sales Process from lead generation to closing the sales…,None,None,2021-04-03
Sr. Executive-Logistics,Jebel Ali Freezone,OREN HYDROCARBONS MIDDLE EAST FZCO,"8,000","Prepares documentation related to import & export process, deliveries and material movement process and customs duty exemptions.",Senior,5,2021-03-29
Global Supplier Manager,Dubai,Baker Hughes,None,Our Supply Chain team select suppliers through qualification processes and provides improvements utilizing supplier scorecards.,None,None,2021-04-06
Sales Manager - ERP/Analytics,Dubai,Euclidz Technologies,"4,000-12,000",Arrange business meetings with prospective clients. Drive sales from a direct selling effort in different business. Must have UAE driving license.,None,5,2021-03-30
HR and Admin Manager- Female,Jumeirah,Quttainah Medical Center,None,"Updating latest government rules & regulations concerning our company business & maintain records. Manage the staffing process, including recruiting,…",None,4,2021-04-01
Manager,Dubai,KANTAR,None,Develop new business from existing clients. Good understanding of client business and market. Suggest process improvements to suppliers and team.,None,None,2021-04-06
Portfolio Manager,Dubai,Squareyards Real Estate,"5,000-10,000","5 - 8 years of experience into corporate business development. Oversee the sales process at each stage starting from onboarding of new projects, negotiations,…",None,None,2021-03-12
Business Development Manager (Funds),Dubai,Temenos,None,"Good understanding of banking operations and relevant processes (front, middle, back office), thorough understanding of IT processes and implementations from…",None,None,2021-03-12
Sales Coordinator,Dubai,NAFFCO,None,"Good understanding of the sales process within Fire Safety industry. Generate the requests for samples, catalogs and Technical material submittal, and general…",None,None,2021-04-07
Head Of Customer Experience - 643309,Dubai,Halian,None,"Through explanation and role modelling, conducting reviews of work, and continually striving for process improvement.",None,None,2021-04-07
Logistics Manager/Supply Chain,Dubai,Xad Technologies,"5,000-6,000",Coordinate and facilitate RFQ/Tendering process in accordance with company policies. Utilization and determining the ordering time and space needed for…,None,None,2021-03-12
Marketing Manager FloorCare & Coffee,Dubai,Philips,None,Marketing fundamentals and business acumen. English language on the business professional level. Contributing actively to the development of new business models…,None,None,2021-04-02
Channel Business Manager - Cortex,Dubai,Palo Alto Networks,None,Hold regular business planning sessions within channels. A strong understanding of the sales process and Business Needs of the named partners.,None,None,2021-03-12
Brand Coordinator,Dubai,Al-Futtaim,None,Coordination with Accounts for payment process. To Coordination with Brand principal for new requirements and current season update.,None,None,2021-04-11
Bid Manager,Dubai,GardaWorld,None,Experience with identifying new business opportunities and with managing and developing current business networks. Refer to GardaWorld Authority Matrix.,None,None,2021-04-09
Project Manager- Real Estate Development LLC,Dubai,Vincitore Real Estate Development LLC,"12,000-15,000","The primary objective of the meetings is to provide direction to the process, set priorities for action and decision making, resolve challenges between the…",None,None,2021-03-12
Senior Finance Manager,Dubai,Abu Dhabi Vocational Education and Training Instit...,None,"Directs the budget preparation and review cycles efficiently by ensuring the timely and accurate compilation of the annual business unit budget, semi-annual…",Senior,None,2021-04-09
Marketing & Business Development Manager,Dubai,On The Wood,None,"\* Develop business relationships; outreach, coordinate, schedule and participate in business meetings with potential franchisees.",None,3,2021-03-24
Channel Manager - SMB (Surveilance & Networking Products),Dubai,TPL,"10,000","A strong understanding of the sales process and Business Needs of the partners. Hold regular business planning sessions within channels, Set and measure strong…",None,-&-7,2021-03-28
"Project Manager, Senior",Dubai,NEP Group,None,"Maintain, develop, and administer project structure from new business or continued account leads within S-I and Live Events. Management of all project Budgets.",Senior,None,2021-04-08
The Dubai EDITION -Human Resources Manager,Dubai,"Marriott International, Inc",None,Coaches managers on progressive discipline process. Ensures hourly performance appraisal processes are in place. Managing the Staffing and Recruiting Process.,None,None,2021-04-08
CMO Quality Manager,Dubai,Merck KGaA,None,You manage quality risk assessment and periodic performance review process for CMOs and drive efforts to execute mitigation plans and continual improvement.,None,None,2021-03-21
Front Desk Agent,Dubai,FAIRMONT,None,"Resolve guest complaints or otherwise follow up with manager. Review all Group Resumes, VIP reports, daily business reports. Drive FO Up selling program.",None,None,2021-04-09
"Manager, Strategy & Innovation",Dubai,General Motors,None,Strong knowledge in regional business drivers and dynamics. Ability to process a broad array of inputs into a strategy.,None,None,2021-03-30
Service Delivery Manager (SDM),Dubai,Intertec Systems,None,Streamline process for on boarding customers and routine tasks. Experience to understand and capture business and technical requirements.,None,None,2021-03-12
Marketing Manager,Dubai,Al Shirawi Group of Companies,"8,000-10,000","Analyze trends in markets, economy, industry; forecast sales and monitor business or economic developments. Bachelor’s or master’s degree in marketing.",None,3,2021-03-23
E-Commerce Manager,Dubai,MYAMNS,"3,500-4,500",Experience in business model of Amazon FBA and Noon FBN. The most important requirement is for candidates to have strong knowledge and experience in the…,None,None,2021-03-15
Head of Service Procurement,Dubai,The Global Search Company,"40,000",To identify and address procurement training needs across the business for individual and organisational development.,None,None,2021-03-31
Supply Chain Manager,Dubai,Melodica Music & Dance Institute,None,"Ensure effective use of internal Standard Operating Procedures in Procurement, control of workflows, continuous business processes monitoring and elaboration of…",None,None,2021-03-30
Business Development Manager,Dubai,Hoxton Capital Management,None,Contacting new prospects via telephone to introduce the business and arrange an appointment. Maintaining a relationship with the prospect though-out the sales…,None,None,2021-03-12
"Finance Executive | IKEA | Service Office | Jebel Ali, Dubai",Dubai,IKEA,None,"You are responsible for working closely with the accounting team, Stores, SSF and tax department to provide support in managing business requirement on daily…",None,None,2021-04-08
Senior Manager - Legal and Business Conduct,Dubai,Gilead Sciences,None,"Identify risks to support sustainable business growth, and anticipate business needs, provide business-enabling advice and shape opportunities.",Senior,None,2021-03-12
Procurement Officer (F/M),Dubai,Electra Events & Exhibitions,None,Ensure SLA targets are met for all major processes assigned. Maintain business systems with accurate information to enable optimum department performance and…,None,None,2021-04-11
Bid Manager,Dubai,ARCHITECTURAL CONSULTANCY FIRM,None,"BID Manager will lead the bid process, co-ordinate with the senior team for budget and fee, benchmark against previous projects, analyze, compile and submit…",None,None,2021-03-25
"Supply Chain Manager, LTC Dubai",Dubai,Essilor,None,"Coordinating the business and transformation projects, establish functional requirements, and manage implementation of delivered solutions.",None,None,2021-03-18
Sales Manager - Poultry,Dubai,Farming for you,None,Successfully create a business from new and existing customer accounts. The candidate for this position will excel at creating and closing new opportunities.,None,None,2021-04-11
Key Account Manager,Dubai,HISENSE MIDDLE EAST FZE,"15,000-18,000","Responsible for end to end sales process and product management for Ecommerce business. Manage eRetailers business and financials i.e. Order negotiation, LPO’s,…",None,5,2021-03-29
Product Manager,Dubai,Tamanna,None,"Be a major influencer in the design and development of our fulfilment process and bring an intense focus on driving process quality, automation and customer…",None,None,2021-04-07
Business Analyst,Dubai,Commercial Bank of Dubai,None,"Hands on experience as Agile Product owner, optionally additionally as Business Analysis and/or Project manager.",None,None,2021-03-12
HR Business Partner,Media City,Samsung Electronics,None,"Support promotion process to ensure reflection of competence, diversity and standardisation across business areas. Input into Business Planning processes.",None,None,2021-03-12
Package Manager,Jebel Ali,National Oilwell Varco,None,"For processes you own; make sure to report process performance based on common KPIs, rise issues and risks that need to be resolved on a higher management level…",None,None,2021-03-12
"POD Manager, Ad Monetisation",Dubai,Noon Ecommerce,None,Develop new business by creating and regularly updating individual brand strategies. Proven track record of initiating and successfully driving new business…,None,None,2021-04-11
Outlet Manager - F&B,Dubai,Meraas Holding,None,Perform any other tasks as requested by the line manager and business needs. Contribute to ensuring that assigned business unit operates within budgeted costs.,None,None,2021-03-12
Artist & Label Partnerships Manager Gulf Region,Dubai,Spotify,None,You are familiar with content management systems and supply chain processes. Support and educate key partners on Spotify tools and resources to inspire them and…,None,None,2021-03-29
Supply Chain Manager - Tanagra,Dubai,Chalhoub Group,None,Develop and implement an effective S&OP process. Lead the transformation of the Supply Chain Planning operation in line with or ahead of the demands of our…,None,None,2021-03-23
HR BUSINESS PARTNER,Dubai,Emirates Flight Catering,None,Collaborate with business managers in providing employees with development opportunities that align with current and future business requirements.,None,None,2021-03-12
Bar Manager,Dubai,Community Advisor,None,Business Acumen - Understands and utilizes business information to manage everyday operations. Utilizes the Labor Management System to effectively schedule to…,None,None,2021-04-01
Manager Procurement,Dubai,Zayed University,None,"Demonstrated experience in areas of finance, business and project management. In consultation with the Director, Contracts & Procurement highlights non…",None,None,2021-03-12
Senior Business Development Manager (Middle East),Dubai,Norton Rose Fulbright,None,Experience of managing multiple projects and transforming commercial issues into business development opportunities.,Senior,None,2021-03-12
Distributor Account Manager,Dubai,Fluke,None,"Large company experience with the ability to bring large company process and structure to a smaller, dynamic, growing business.",None,None,2021-03-26
Business Development Manager,Dubai,Cloudscape Technologies,None,"With strong experience and backgrounds in retail and technology, Cloudscape strives to help business owners increase business efficiency and profitability by…",None,None,2021-03-12
Content Writer,Dubai,"Global Pulse Confederation (Dubai, UAE)","1,100",A portfolio of articles written (business or agriculture journalism preferred). Ability to work with content editors and managers in submitting revisions or…,None,(),2021-03-16
Business Development Manager experienced in web & mobile ser...,Dubai,DA STUDIO,None,"Business development: 3 years (Required). The candidate must be hardworking, highly motivated with the desire to achieve high sales results.",None,3,2021-03-24
Production Supply Planner,Jebel Ali,National Oilwell Varco,None,"Able to define, work within and improve business processes based on immediate and future business needs. Good understanding of supply chain processes.",None,None,2021-04-08
"IFS - HC - Graduate Recruitment Manager - (UAE, KSA, Jordan,...",Dubai,PwC,None,Engage and train hiring managers to get support with the graduate recruiting process. Utilise the most appropriate forms of assessment within selection…,None,None,2021-04-07
BUSINESS DEVELOPMENT MANAGER,Dubai,Agile Consultants,None,"Quickly form positive and productive relationships with colleagues across the business and work closely with key stakeholders (e.g., Internal Sales Team,…",None,None,2021-04-08
Business Development Manager,Dubai,Migratio,None,"Create highly relevant sales opportunities * Generate new business opportunities by following proven processes to prospect into business accounts, identify and…",None,None,2021-03-18
Assistant Supply Chain Manager,Media City,Samsung Electronics,None,"As part of of the Supply Chain Management team, your role will be integral to supporting the business plan, implement and monitor our overall supply chain…",None,None,2021-03-12
Area Manager,Dubai,Al Shamsi Holdings,None,Responsible for smooth business operations and scheduling or planning of weekly Rota/ staff leaves in accordance with the policy as well as the business…,None,None,2021-03-12
Business Development Intern,Dubai,Amazon Middle East and NA FZ,None,Ability to innovate and simplify current processes and practices. High affinity towards data and technology with ability to dive deep and analyze opportunities…,None,None,2021-03-12
Workplace Manager,Dubai,Sprinklr,None,"Remove distractions to keep the workforce happy, productive and growing the business. Policy Maker: Design and implement office policies with Head of Facilities…",None,None,2021-03-27
QHSE & Security Manager,Dubai,John Crane,None,"Experience on closed loop quality solving processes and Root Cause Analysis (RCA). Report to management as appropriate on the progress of works, attend and…",None,None,2021-03-12
Manager Group Credit,Dubai,Emirates NBD,None,Interacting with business managers up to the level of Team Leaders and GMs. Set up Credit policies which allow us to process credit proposals from Wholesale (FI…,None,None,2021-04-07
Business Development Manager,Dubai,Brunel,None,The business development manager contributes to the Group strategy definition in the region (frequent feedback about business opportunities based on market…,None,None,2021-04-05
Business Setup Consultant,Dubai,DEDCafe,None,Display (and maintain) a high level of UAE business setup market knowledge with customers in order to be seen as ‘expert’ and a credible source of information…,None,None,2021-03-12
Marketing Director,Dubai,Aeon & Trisl,"10,000-18,000",Track campaigns performance against business’s over all goals and objectives. Provide weekly/monthly and annual forecasts for all business’s products evaluate…,None,6,2021-03-29
"Associate Manager, Customer Service and Supply Chain",Dubai,BIC,None,R - Overall Order Management process knowledge. Analyze business needs in terms of products and ensure their availability. Work closely with the Demand Planner.,None,None,2021-03-20
Customer Logistics Implant,Dubai,Kraft Heinz Company,None,"Process and streamline documentation flows through the business. Owner of clearance / documentation part of the business. In brief, you will be responsible to;",None,None,2021-03-25
HR Manager,Dubai,Babyshop Concept,None,"Facilitate the performance management process in the Concept. Support business initiatives to develop a performance driven, customer-oriented culture.",None,None,2021-03-12
"Manager, Design Management",Dubai,Majid Al Futtaim,None,Aligned outcomes & delivery of all projects with other business functions. Create the Design Brief & Deliver a Design outcome that aligns with and incorporates…,None,None,2021-04-01
Female business development manager required for Interior Fi...,Dubai,rectangleinterior.com,"4,000","Business development manager: 1 year (Preferred). Proven working experience as a business development manager, sales executive or a relevant role.",None,None,2021-04-05
Sr Program Manager,Dubai,Q-Express Documents Transport,None,Develop metrics and set up tools to measure operational performance as part of the business growth. Use lean techniques and methodologies to root cause process…,None,None,2021-04-07
Regional Sales Manager,Dubai,Infobip,None,"Create growth strategies, enhance processes, across assigned regions is implemented in line with company strategy.",None,None,2021-04-06
HR Business Partner,Dubai,Dentsu Aegis Network,None,"Lead and/or support business leaders in key organisational change management initiatives (M&A’s, organisational culture change, business process re-engineering,…",None,None,2021-03-12
Procurement Manager - TV & Film Production (Dubai based),None,The Portfolio Group,None,"Implement some procurement policies for the business to follow. Non-negotiable in terms of experience, you will have worked within the film/TV/Media industry,…",None,None,2021-04-07
Senior Operations Officer (UAE Nationals Only with Family Bo...,None,MDC Business Management Services,"30,000-35,000","Manage all resources and processes to ensure efficiency and optimization of resource capacity. Ensure teams are operating to prescribed standardized policies,…",Senior,3,2021-03-12
Business Development Manager (Female),Abu Dhabi,National Corporation for Tourism and Hotels,None,"The successful candidate must be Arabic speaking, with high level proficiency in English and have a proven sales track record. Job Types: Full-time, Permanent.",None,None,2021-04-11
Business Development Manager (Electronic Waste Recycling),Abu Dhabi,Rel-i Consultants UAE,None,"Business development in Abu Dhabi market: 3 years (Required). Develop and Implement the sales and operation process, best practices and lead the technical team.",None,3,2021-04-07
Manager IT,Abu Dhabi,Etihad Airways,None,Create and implement risk mitigation processes and support security & governance audits. Experience determining business and technical objectives to set…,None,None,2021-04-08
Business Center Manager,Abu Dhabi,"Hill International, Inc",None,"Cover any operating areas when and where required without affecting the business operations. Managing several business centres, meetings rooms & conferences…",None,None,2021-03-12
Customer Service Operations Manager,Abu Dhabi,Property Shop Investment,None,§ Keep Call Center informed and briefed on upcoming process changes. § Come up with new ideas with process improvement plans and prospects.,None,None,2021-04-05
Purchasing Manager (Warehouse/Supermarket/Groceries),Abu Dhabi,Al Ikhlas Gen Trading,"5,000-7,000",Working to improve purchasing systems and processes. Degree in business administration or a related field. Training new employees in the purchasing process and…,None,5,2021-03-12
Area Manager (Arabic Preferred),Abu Dhabi,Global Corp Group (Food & Beverages),"7,000-9,000","Make sure that all managers have a clear understanding of their Target and are in the same business objective and direction. Job Types: Full-time, Permanent.",None,5,2021-03-17
VP & HR Business Partner,Abu Dhabi,bankfab,None,Coach and support managers with performance management process to help them manage complex employee relations issues.,None,None,2021-04-08
Personal Assistant to Hotel Manager PRE-OPENING,Abu Dhabi,Curio Collection by Hilton,None,Assist the General Manager in recruitment process of expatriates and coordinate the application of related work visas and permits.,None,None,2021-04-04
HR Coordinator,Abu Dhabi,TWMA Middle East Ltd,"6,000-8,000","Administer HR support, guidance and implement requests received from employees and function manager/ supervisors, in line with established HR processes,…",None,3,2021-03-30
BUSINESS DEVELOPMENT,Abu Dhabi,ST Engineering,None,"Business development manager: 5 years (Preferred). Either Part-Time or Full-Time. Part-time hours: 48 per week. Job Types: Full-time, Part-time.",None,4,2021-04-08
Business Development Manager,Abu Dhabi,Hoxton Capital Management,None,Contacting new prospects via telephone to introduce the business and arrange an appointment. Maintaining a relationship with the prospect though-out the sales…,None,None,2021-03-12
Finance Manager PRE-OPENING,Abu Dhabi,Curio Collection by Hilton,None,"Relevant degree, in Finance or related business discipline, from an academic institution. Develop best practice financial accounting and control procedures and…",None,None,2021-04-04
Maintenance Support Manager,Abu Dhabi,Nawah Energy Company,None,"Assist in the development of the Division’s systems, processes and procedures, as well develop and implement the Department’s systems and processes, identifying…",None,None,2021-03-31
CENTER MANAGER,Abu Dhabi,FUTURE STUDY TRAINING & SKILLS DEVELOPMENT CENTER,"2,000-3,000","Establish, develop and maintain positive business and customer relationships. Sales Experience (Direct Sales and Tele Sales). Excellent knowledge of MS Office.",None,None,2021-03-30
Business Operations Associate,Abu Dhabi,Nathan & Nathan,None,"The role will encompass understanding all aspects of the company's business operations – and, while liaising with finance, project managers, strategy teams -…",None,None,2021-03-12
Business Development Manager (Coffee Roastery),Abu Dhabi,OilExec,None,"Coordinating daily store management operations • Overseeing stock levels and ordering supplies • Ensuring compliance with licensing, hygiene and health and…",None,None,2021-03-12
Senior Manager,Abu Dhabi,Apple,None,"Ability to collaborate with the store leadership team to develop strategic plans across multiple business groups, improving process and surpassing standards to…",Senior,None,2021-03-12
Business Excellence Manager,Abu Dhabi,Marc Ellis Consulting,None,Roll out use of suitable business excellence models. Roll out use of suitable business excellence models. Design an effective quality audit management system…,None,None,2021-03-12
Functional Business Analyst,Abu Dhabi,4th Wave,None,Re Analyzing business and Functional process in the bank and recommending best practices. Understanding the requirements and provide functional documents in…,None,None,2021-03-12
"Budget Officer, P-3",Abu Dhabi,International Renewable Energy Agency (IRENA),None,Expert knowledge of Enterprise Resources Planning (ERP) System processes and operations. Contributes significantly to the process of final biennial budget…,None,None,2021-04-11
Sales Manager,Abu Dhabi,Green Wood,"3,500-6,000",Builds business by identifying and selling prospects; maintaining relationships with clients. Identifies business opportunities by identifying prospects and…,None,None,2021-03-24
Customer Engagement Supervisor,Abu Dhabi,Property Shop Investment,None,Keep Call Center informed and briefed on upcoming process changes. Come up with new ideas with process improvement plans and prospects.,None,None,2021-04-05
"Shopkeeper - Markethall | IKEA | YAS Island, Abu Dhabi",Abu Dhabi,IKEA,None,Support the team to achieve their objectives by ensuring they understand the company business plan and objectives. Good Understanding of Business & Finance.,None,None,2021-03-30
