Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
iOS / Android Programmers,Sharjah Airport,Dunamis,None,"Create technical designs and UI mock-ups based on high level requirements. You will work closely with the project managers to ensure, features are effective on…",None,None,2/16/21
Export Sales and Business Development Manager,Sharjah,Tionale,None,"Our specialized teams work with our customers and provide technical / commercial inputs, industry trends etc. to aid their decision making.",None,None,2/16/21
Android Developer,Sharjah,OMA Emirates Group,None,Creating technical specifications & other related documents. Assisting clients for onsite / offsite technical installations / support.,None,1,3/6/21
Lead Reciprocating Compressor Engineer,Sharjah,Crescent Petroleum,None,"Minimum Educational, Technical Qualifications/Certifications Required. Provides technical responses to contractor’s variation requests.",None,None,2/16/21
BU Head Additives,Sharjah,Cerentral Consultants,None,Responsible for internal and external technical trainings; Role:Head / VP/ GM/ National Manager After Sales. Marketing and Company personnel to ensure business…,None,None,3/2/21
Business Development Sales Manager - Sharjah (Contractor) Bo...,Sharjah,Ingram Content Group,None,Business Development Sales Manager - Sharjah (Contractor). Technical acumen with regards to bibliographic and metadata. Identifies and prioritizes key accounts.,None,None,2/16/21
Manager – Information Security & Risk,Sharjah,Mbr Headhunters,None,Monitors environmental and market trends and pro-actively assesses impact to business strategies and advises necessary security controls in collaboration with…,None,None,2/16/21
Lead Project Manager / Project Manager IV ( Oil & Gas ),Al Hamriyah,Exterran,None,Coordinates technical interpretation as required. Acts as a mentor for other Project Managers and Project Coordinators. Sitting for long periods of time.,None,None,3/14/21
Executive Assistant (Sharjah),Sharjah,Tiger Recruitment Ltd,None,Reporting and Communication• Reports to Manager on all business related matters.• Maintains and exhibit an excellent working relationship with all company staff…,None,None,2/16/21
SAP Specialist,Sharjah,The Rekruiters,"16,000","Perform technical troubleshooting for complex authorization issues. 7 - Analyze business requirements and provide technical expertise in identifying, evaluating…",None,None,2/28/21
IT business solutions manager- Flights Ops and Engineering,Sharjah,Mbr Headhunters,None,"Employs technical expertise, and interpersonal relations to execute new initiatives and achieve company’s objectives. To be provided by employer.",None,None,2/16/21
MEP Business Development Engineer,Sharjah,Asia Prime General Contracting Company,None,OPrepare and deliver technical presentations explaining products or services to clients and prospective clients. OIdentify new opportunities for business.,None,None,3/15/21
Branch Manager - Arabic Nationality - Sharjah Office,Sharjah,Mbr Headhunters,None,"We are assisting one of our international banking client's hire a Branch Manager for their Sharjah office, UAE . Insurance qualifications would be an advantage.",None,None,2/16/21
Enterprise Architect,Sharjah,Mbr Headhunters,None,"Minimum 5 years as “Enterprise Architect” managing with hands-on technical leadership, technical solution design, and architecture in a multinational company.",Architect,None,2/16/21
Lead Rotating Equipment Engineer,Sharjah,WTS Energy,None,"Minimum Educational, Technical Qualifications/Certifications Required. Provides technical responses to contractor’s variation requests.",None,None,2/16/21
Senior Fire Safety Engineer,Sharjah,Smyth and Bradshaw,None,Escalate matters beyond the operational responsibility to facility manager/ Senior Manager as appropriate. Attend regular meetings with project site management…,Senior,None,2/16/21
Purchase & Store Executive,Sharjah,Base Control Tech FZC,"2,500","Update price list, technical details, and maintain supplier list. Release enquiries, receive quotes and negotiate in terms of techno commercial and get…",None,1,3/18/21
Technical Manager (Ready Mix Concrete),Ras al-Khaimah,Al Hamra Group,"5,000-15,000",Required Technical Manager (Ready Mix Concrete) based in Ras Al Khaimah UAE. Develop technical skills for quality by training technicians.,None,None,3/14/21
Technical Sales Engineer,Ras al-Khaimah,ISCS,"5,000-9,000","Work closely with Technical Service department to develop performance data, solve customers’ formulating problems and provide technical assistance to customers.",None,1,2/16/21
Engineering Manager,Ras al-Khaimah,JAMS HR Solutions,None,Review to include not just technical content but also adherence to drafting standards and other critical formatting issues.,None,None,3/7/21
Project Manager (Fire Maintenance),Ras al-Khaimah,Al Pheniq Electro Mechanical Co. L.L.C,None,PROJECT MANAGER SKILLS AND QUALIFICATIONS. Our company requires Project Manager (Fire Maintenance)*. Confirm with site engineers that the rectification works…,None,4,2/20/21
Art Director,Ras al-Khaimah,IZIL Cosmetics Trading,"8,000-15,000","Required *(degree, years of experience, technical and soft skills, certificates, languages, etc.). Organized with the ability to manage numerous projects, tight…",None,None,2/16/21
UAE National- Receptionist,Ras al-Khaimah,Al-Futtaim,None,"In case of technical information or any other serious nature, the inquiries are directed to the concerned person for their handling.",None,None,2/16/21
Graphic Designer,Ras al-Khaimah,Waldorf Astoria Hotels & Resorts,None,Work in tandem with the Marketing & Communications Manager to create a unified and distinct visual style of the hotel. Waldorf Astoria Ras Al Khaimah.,None,None,2/28/21
Electrician,Ras al-Khaimah,Hampton by Hilton,None,"Keep technical training knowledge and skills current. As an Electrician, you will be expected to will repair, maintain, install and monitor electrical equipment…",None,None,2/16/21
Project Fire Protection Engineer,Ras al-Khaimah,Al Pheniq Electro Mechanical Co. L.L.C,"4,000-5,000","Plans, schedules, conducts and coordinates the technical and management aspects of the assigned projects. Ensures that all unresolved site issues are promptly…",None,3,3/9/21
"Security Engineer, Pre-Sales, UAE",Ras al-Khaimah,Vectra,None,Pre-sales technical support and technical account management for Vectra's Regional Sales Managers. Develop and maintain an in-depth technical knowledge of the…,None,None,2/16/21
Maintenance Supervisor,Ras al-Khaimah,Al Hamra Group,"3,000-7,000","Strong knowledge on Technical & Repair aspects. Should be able to resolve technical issues and has expertise in handling Heavy Trucks, Trailers, Hydraulic…",None,None,3/14/21
Business Development Manager,Ras al-Khaimah,Cubit Technologies,None,Minimum 2-3 Years’ Experience in Technical Direct Sales.,None,None,2/16/21
