Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Frontend Developer: Angular JS,Dubai,ASWAT,None,"As an AngularJS Developer, you will implement a complete user interface in the form of a desktop and mobile web app. Team player and mentor junior developers.",None,None,2/16/21
DevOps Engineer - FRONT-END,Dubai,HALZA SOFTWARE SOLUTION LLC.,None,"Prior work experience as a front-end application developer. The Halza solution is accessible from both web and mobile, available in both the Apple App Store and…",None,1,3/3/21
Senior Software Engineer I - Android,Dubai,Talabat,None,Developer Exchange Programs with other DH entities. Strong understanding of the full mobile development life cycle.,Senior,None,3/9/21
Principal Software Engineer - IOS,Dubai,Talabat,None,Developer Exchange Programs with other DH entities. Solid experience of building mobile applications in many different architectures.,None,None,3/9/21
BACK-END APPLICATION DEVELOPER-FULL TIME,Dubai,HALZA SOFTWARE SOLUTION LLC.,None,"Prior work experience as a back-end developer. The Halza solution is accessible from both web and mobile, available in both the Apple App Store and the Android…",None,2,3/3/21
Sr. Android Programmer,Dubai,Reliance HR Consultancy,None, Good hands-on experience of the full mobile development and Android app life cycle. A functioning user-ready Android application can be created by taking…,Senior,None,2/16/21
Sr. IOS Programmer,Dubai,Reliance HR Consultancy,None," Build innovative mobile applications for IOS and mobile web (HTML5, CSS). A functioning user-ready iOS application can be created by taking specifications for…",Senior,None,2/16/21
Senior Solution Architect (Pre-Sales) - Turkish Speaker,Dubai,OutSystems,None,"Knowledge of web development or mobile app development, business modeling, database concepts and project management required - preferably using Agile…",Senior,None,2/18/21
Senior UI Designer,Dubai,MCG&Co.,None,"Create future thinking user interface designs across multiple digital touch points, including web, tablet, mobile, app and interactive devices.",Senior,None,2/16/21
Software Engineer II - IOS,Dubai,Talabat,None,Developer Exchange Programs with other DH entities. Strong understanding of the full mobile development life cycle. The following experience is relevant to us.,None,None,3/9/21
Senior UI Designer,Dubai,SevenTwenty,None,"Create future thinking user interface designs across multiple digital touch points, including web, tablet, mobile, app and interactive devices.",Senior,None,2/16/21
DevOps Software Engineer,Dubai,HALZA SOFTWARE SOLUTION LLC.,None,"DevOps Software Engineer, back-end software developer : The Halza solution is accessible from both web and mobile, available in both the Apple App Store and the…",None,1,2/16/21
Senior Solution Architect (Pre-Sales) - Dubai,Dubai,OutSystems,None,"Knowledge of web development or mobile app development, business modeling, database concepts and project management required - preferably using Agile…",Senior,None,2/16/21
UI/UX Designer,Dubai,Ayrate,None,"You will work on web design, mobile app (ANROID & IOS) and development projects, taking client briefs and specs to translate these into award winning websites…",None,None,2/16/21
Web Graphic Designer,Dubai,Group Three IT Consultants,None,"With our Front-End Developers, they will develop, complete and execute interactive websites, templates, display ads, and mobile app requirements.",None,None,2/16/21
Mobile Application Developer,Abu Dhabi,Sky News Arabia,None,"The mobile app developer will be responsible for the development, delivery, and post-launch support of the mobile application.",None,None,2/16/21
Mobile Application Developer,Abu Dhabi,Sky News عربية,None,"The mobile app developer will be responsible for the development, delivery, and post-launch support of the mobile application.",None,None,2/16/21
iOS Engineer,Abu Dhabi,Anghami,None,"We are looking for experienced iOS developers to help architect, build, iterate and manage our mobile application. We believe that music is ambivalent:",None,None,3/18/21
iOS Developer,Abu Dhabi,Avrioc Technologies,None,"Comprehensive knowledge of iOS mobile app development. Knowledge on tacking mobile performance issues. Experience with Security, mobile or otherwise.",None,None,2/16/21
Real Estate Agent,Abu Dhabi,"Home Land - The World of Home, Land & Property",None,Homeland Registrant is the Real Estate Mobile App whereas Homeland Tenant is the app designed for convenient search of properties in their nearby areas.,None,None,3/12/21
Mobile Developer,Abu Dhabi,SquadX (a Xische Company),None,"Proven work experience as a Mobile developer. As a Mobile developer, you’ll collaborate with internal teams to develop functional mobile applications, while…",None,None,2/16/21
Native iOS Developer for Abu Dhabi UAE,Abu Dhabi,itForte,None,"App published to app store, preferred. They are looking for iOS Developer with strong Native iOS Development expertise. Highly skilled in Swift and Xcode.",None,None,2/16/21
WEB MOBILE APPLICATION DEVELOPER,Sharjah,Gulf Asian English School,None,"Requires strong knowledge and experience in UNITY 3D App Developer with excellent grasp of C#, JAVA, ASP.NET, PHP, HTML5, JQuery, CSS Bootstrap and SQL.",None,None,2/16/21
Details,Sharjah,University of Sharjah,None,"Academic Applications Analyst (Smart Apps Developer). Integrate web solutions with Mobile Apps. We're seeking a creative iPhone, Android and hybrid and native…",None,None,3/18/21
REACT NATIVE DEVELOPER,Sharjah,BFL,None,Shipped and published app in google in IOS: Have shipped/published applications to the App Store or Google Play Store. Familiarity with code versioning tools.,None,3,3/10/21
