Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
User Experience Designer (UXD),Dubai,SIGNATURE TECHNOLOGY DMCC,None,"Proven experience as a UX Designer, UI Designer or similar role. Find creative ways to solve UX problems (e.g. Job Description & Scope of Work *.",None,4,2021-02-22
UX/UI Designer,Dubai,Career Maker,None,§Proven track record of successful product design delivery via Lean UX & Design thinking . Overall Objective of the role: §Proficient in Arabic and English.,None,None,2021-02-16
UI/UX Designer,Dubai,We Search 360,None,Proven experience as a UX Designer and UI Designer. Find creative ways to solve UX problems. This is an opportunity to Join an R&D team as a UX/UI Designer.,None,/3,2021-02-16
Executive Product Owner,Dubai,Hexagon PPM,None,"Collaborate with UX team on sprint planning and comprehensive UX designs. Manage the backlog scope for identified areas of functionality so UX designers,…",None,None,2021-03-17
Android Developer,Dubai,Just Clean Internet Solutions Co LLC,"7,000-10,000",The Android developer is responsible for the development and maintenance of Just Clean mobile application. Your primary focus will be the development of Android…,None,None,2021-03-15
Graphic Designer & Digital Marketing Manager,Dubai,Happenize,"4,000-5,000","Additionally, the Digital Marketer/Graphic Designer serves as a support team member to our clients ensuring a satisfactory end product design.",None,None,2021-03-14
UX/UI Designer,Dubai,Stanley James,None,We are currently recruiting a UX/UI Designer in Dubai on behalf of a leading European headquartered Digital Experience consultancy.,None,None,2021-03-10
WordPress Specialist,Dubai,Atechy Group,"4,000-8,000","Coordinate and supervise other developers, designers, freelancers, and agencies work and delivery schedule to be on time.",None,5,2021-03-10
Front End Developer,Dubai,ABBC Payment Services,None,Collaborate with a designer to implement the graphical design to UI/UX. FRONT END DEVELOPER MAIN RESPONSIBILITIES: Create websites based on templates.,None,None,2021-02-16
Graphic Designer,Dubai,Deriv DMCC,None,"Keep up with the latest trends and techniques in design, UI, and UX. Our team We are the Product Design team, a group of designers, researchers, and…",None,None,2021-02-16
UX Designer,Dubai,Salt Recruitment,None,"This candidate will be responsible for building a clean and effective user experience for our customers. By working cross-functionally, this candidate will…",None,None,2021-02-16
UI/UX Designer,Dubai,Talent Arabia,None,Web Designer Requirements and skills: Proven work experience as a UI/UX Designer or similar role. Execute all visual design stages from concept to final hand…,None,None,2021-02-16
Senior Product Owner,Dubai,Ecom UAE,None,"Best product managers, engineers and designers in the region. You would be responsible for creating well-designed, intuitive and impactful product solutions…",Senior,None,2021-02-16
Shopify Expert,Dubai,Super Sponge,"5,000",UI and UX design skills are a plus. Shopify Expert + Web Developer/Designer. Super Sponge Technologies DMCC is looking to hire a skilled Shopify Expert and Web…,None,2,2021-03-17
Graphic Designer,Dubai,Salt Recruitment,None,Minimum 3 years of experience as a Graphic Designer in any Marketing/Advertising/Branding consultancy environment. Exceptional creative flair and design.,None,None,2021-02-16
"Product Design Lead - Remote or Dubai, UAE",Dubai,Mamo,None,Experience with UX Tools (Figma/Sketch/or similar). Every designer wishes to build a simple and lovable product with profound uptake in usage.,None,None,2021-02-16
"Android Software Engineer - Remote or Dubai, UAE",Dubai,Mamo,None,Collaborate with UX designers and frontend/backend developers on the team. Convert UX designs into a fully-functioning Android mobile application.,None,None,2021-02-16
Senior Full Stack Developer,Dubai,MVP TECH,None,"Working alongside graphic designers for web design feature. Strong understanding of UI/ UX, and assuring a better UI/UX; Designing and developing the dashboard.",Senior,None,2021-02-18
Digital Art Director,Dubai,MCG&Co.,None,"Design independently as well as collaborate with our broader team of designers, developers, copywriters, creative directors, UX designers and production teams.",None,None,2021-02-16
Lead Interaction/UX Designer,Dubai,SquadX (a Xische Company),None,"Experience driving product development through design, leading projects and mentoring other designers. Are you an experience designer looking to improve people…",None,None,2021-02-16
Digital Art Director,Dubai,SevenTwenty,None,"Design independently as well as collaborate with our broader team of designers, developers, copywriters, creative directors, UX designers and production teams.",None,None,2021-02-16
Sr. Full Stack Java developer,Dubai,emaratech,None,"We organize in agile project teams, collaboratively working as Product Owners, UX designers, Full stack engineers to ship working software, every sprint.",Senior,None,2021-02-16
UI/UX Designer,Dubai,ACUBE INFOTECH,"2,000","Looking for UI/UX Designer for Tablet and Mobile Application. This will be a contractual job and the candidate must be able to design platform like figma, adobe…",None,None,2021-02-28
3D Designer,Dubai,MCG&Co.,None,"Hands-on experience with UI and/or UX. Due to their continuing growth, they are now looking for an experienced 3D Designer to join their passionate, agile and…",None,None,2021-02-16
UI Designer,Dubai,TeamPlus Staffing Solution Pvt Ltd,None,Work with senior UX/UI designer to ensure any UI design changes help to complete the overall user experience and journey. A passion for Interaction Design.,None,None,2021-02-16
Senior UI Designer,Dubai,MCG&Co.,None,"Work collaboratively with agile teams made up of product managers, UX designers, researchers & developers, to deliver world class products through research,…",Senior,None,2021-02-16
Senior Front-end Developer,Dubai,TenTwenty,None,"You will work with the UI/UX designer and bridge the gap between visual design and technical implementation, taking an active role on both sides and defining…",Senior,None,2021-02-16
Senior UI Designer,Dubai,SevenTwenty,None,"Work collaboratively with agile teams made up of product managers, UX designers, researchers & developers, to deliver world class products through research,…",Senior,None,2021-02-16
Web Designer,Dubai,Tomsher,None,Minimum 4 years experience as a web designer. Send your resume to hr@tomsher.com with Job Position(Web Designer) Interested candidates send your updated resume…,None,None,2021-02-16
Android Developer,Dubai,News in Bullets,"4,000-6,000","Collaborating with UI and UX Designers, as well as Software Testers, to ensure that each app is presentable and in perfect working order.",None,2,2021-03-14
PRODUCT DESIGNER,Dubai,3Search,None,"I’m currently working with a VC backed FinTech start-up in Dubai, who are looking for a Product Designer to join their growing team over in Dubai.",None,None,2021-02-16
Creative Graphic Designer,Dubai,Tomsher,None,Minimum 4 years experience as a creative graphic designer. Send your resume to hr@tomsher.com with Job Position(Graphic Designer) Interested candidates send…,None,None,2021-02-16
Front end Developer,Dubai,Snowfall,None,"Actively collaborate with a cross-functional team working with product owners, UI/UX designers, backend developers and QA at various stages of the development…",None,None,2021-02-16
Product Manager,Dubai,JRD Group,None,Collaborating with UX/UI Designers on Wireframing and Visual Design journeys. “Great companies are built on great products”. Are you a product genius?,None,None,2021-02-16
UX Designer - McKinsey Digital,Abu Dhabi,McKinsey & Company,None,"Experience mentoring designers and other members of a cross-functional team. At Digital McKinsey, we bring a diverse community of designers and innovators…",None,None,2021-02-16
Product/UX Designer,Abu Dhabi,Anghami,None,You will integrate within our Product team and other UX designers and focusing on UX. We are looking for a product UX Designer to be in the forefront of…,None,None,2021-03-07
UX/UI Designer,Abu Dhabi,Teckraft Infosolutions,None,"Service Design and User Experience practices. Bachelor's in Human Computer Interaction, Graphic Design or related field.",None,None,2021-02-16
UI/UX Designer,Abu Dhabi,Marc Ellis Consulting,None,Identify and troubleshoot UX problems (e.g. Proven work experience as a UI/UX Designer or similar role; Gather and evaluate user requirements in collaboration…,None,None,2021-02-28
Grpahic Designer,Abu Dhabi,Corner Stars Advertising and design,None,"Good understanding of design principles, UX and layout strategies. Design & develop creative pieces including landing pages, websites, banners and interactive…",None,None,2021-02-16
Graphic Designer UX/UI,Abu Dhabi,Black Pearl Consult,None,"Our client, an Abu Dhabi based startup media agency is looking for a skilled Graphic Designer UX/UI to join their innovative and ever-growing team.",None,None,2021-03-02
UI UX Designer,Abu Dhabi,Talent Arabia,None,"Expertise in UI & UX software, e.g. Sketch, InVision. Extensive experience in using UX design best practices to design solutions, with a deep understanding of…",None,None,2021-02-16
Front End Software Engineer,Abu Dhabi,Schlumberger,None,"Collaborates with UX and visual designers, developers and product owners to implement scalable and interactive applications. Abu Dhabi - United Arab Emirates.",None,None,2021-03-13
Web Developer and Motion Graphic Designer,Abu Dhabi,INK Advertising,"4,500-6,000","Able to handle web development from A to Z with UI and UX. Website and software application designing, building, or maintaining. Expert level in adobe premiere.",None,None,2021-03-11
Lead UI/UX Artist,Abu Dhabi,Ubisoft,None,"The UI/UX Artist would be working closely with other designers, artists and programmers. Opened in October 2011, Ubisoft Abu Dhabi is one of the first major…",None,None,2021-03-04
Web Content,Abu Dhabi,Mandilak,None,"Work collaboratively with developers, stakeholders, UX designers and other teams to produce and publish compelling content. Diligence in testing and QA.",None,None,2021-02-16
Research Assistant,Al-Ayn,United Arab Emirates University,None,"Working closely with other developers, UX designers, business. Researching, designing, implementing, and managing software programs.",None,None,2021-03-08
"Instructor, Assistant, Associate Professor",Abu Dhabi,Zayed University,None,Our mission is to provide student artists and designers with an opportunity to explore and develop their own creative ideas while contributing to national…,None,None,2021-02-16
Kony Visualizer UI / UX Developer,Abu Dhabi,TeamPlus Staffing Solution Pvt Ltd,None,Work with team of designers to translate the designs into pleasing and contemporary UIX designs. 6 Months + Extendable Contract. UI/UX designs for mobile apps.,None,None,2021-02-16
SEO Specialist,None,Real Estate Brokerage Firm,"2,000-4,000","Web Developer & Designer / SEO Specialist*. Strong understanding of UI/UX design. Strong working knowledge of JavaScript, jQuery, AJAX. A great sense of design.",None,3,2021-02-21
Research Assistant,Al-Ayn,United Arab Emirates University (UAEU),None,"Working closely with other developers, UX designers, business. Job Description • Researching, designing, implementing, and managing software programs.",None,None,2021-03-09
Web Developer,Abu Dhabi,Black Pearl Consult,None,"Cooperate with web designers to match visual design intent. Our client, an Abu Dhabi based media and content creator is looking for a skilled Web Developer to…",None,None,2021-03-02
website design & development,Ajman,HM - Web design,None,Full Time web designer & developer is required with the following skills & qualification : 1-Diploma / Bachelor degree in related field .,None,&2,2021-03-15
GRAPIC DESIGNER CUM SOCIAL MEDIA,Sharjah,Captain & Company LLC,None,We are looking for an experienced Graphic Designer cum Social Media for the launch of our new brand in the UAE. Website and online store UX/UI design.,None,1,2021-03-11
website design & development,Sharjah,HM - Web design,None,Full Time web designer & developer is required with the following skills & qualification : 1-Diploma / Bachelor degree in related field .,None,&2,2021-03-15
Product Owner,Sharjah,Mbr Headhunters,None,Experience in working with UX designers and QAs. We are assisting one of our International IT client hire a Product Owner for their Sharjah office.,None,None,2021-02-16
Product Manager,Sharjah,Mbr Headhunters,None,"Collaborates with UX designers, user researchers to come up with usable, emotionally attaching and inspecting products that meet users’ expectations.",None,None,2021-02-16
Digital Designer,Ras al-Khaimah,ST GROUP,"10,000-12,000","Designing, producing, and managing interactive online content, including email templates, infographics, motion graphics/ animation, social media and promotional…",None,None,2021-02-18
Art Director,Ras al-Khaimah,IZIL Cosmetics Trading,"8,000-15,000","Manage senior and junior designers and their work flow. Familiarity with UX design prototyping tools such as Adobe XD, Sketch, In Vision, etc.",None,None,2021-02-16
Card Game UX Designer (Contract),None,Psycho-Kinetic,140,"We're looking for a Game Designer | User Experience. With the ability to create a gritty, visceral feeling for an upcoming multiplayer tactical card game.",None,None,2021-03-01
Card Game UX Designer (Contract),Umm al-Quwain City,Psycho-Kinetic,140,"We're looking for a Game Designer | User Experience. With the ability to create a gritty, visceral feeling for an upcoming multiplayer tactical card game.",None,None,2021-03-01
