Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Full stack developer,Abu Dhabi,Talent Zone Consultants,None,"§Experience building server-side web applications. Key Skills Full stack developer. §Conceptualizing the framework to be manufactured, making succinct…",None,None,2/16/21
SEO Specialist,None,Real Estate Brokerage Firm,None,Web Developer & Designer / SEO Specialist*. Degree/diploma in web Development and Designing. Knowledge of latest web trends and possibilities.,None,3,2/21/21
website design & development,Ajman,HM - Web design,None,Full Time web designer & developer is required with the following skills & qualification : 1-Diploma / Bachelor degree in related field .,None,2,3/15/21
Senior WordPress / PHP developer,Ajman,Jomla,"2,000-5,000",Experience building UI for websites and/or web applications (important). We looking for a senior WordPress & PHP developer as a temporary job for 3 months (Can…,Senior,1,2/16/21
Systems & Applications Developer,Ajman,Future Focus Infotech,"10,000-12,000","Extensive knowledge in Service oriented architecture(SOA), MVC 3, Web Service, Restful web service, WCF, AJAX, Entity framework, Enterprise architecture…",None,5,3/6/21
Xamarin Developer,Ajman,Future Focus Infotech,"8,000-12,000","Full Command on Web Application Stack. Full Command of .NET Web APIs. Full Command of Web Services and WCF. Experience on web service integration (SOAP, REST,…",None,None,2/19/21
Microsoft dynamics CRM Technical Consultant,Ajman,ECS ME LLC,None,"Web + unified client interface), security, reporting / dashboards, migration, custom development (including Unified Service Desk), web resources, data…",None,None,3/12/21
Web Developer,Fujairah,majestic works & decoration,None,"New and Latest Front end Technologies. Proficiency in Database Design, SQL Injections and how to organize DB. Writing Tested and Documented JavaScript, HTML and…",None,None,3/17/21
Web Developer,Sharjah,Circuit Computer,"2,000","Software Developers, .NET platform , bootstrap. The 3 vacancies are there to invite the candidates. Candidates hand-on ReactNative will be preferred.",None,None,3/12/21
Software Engineer / Web Developer,Sharjah,Circuit Computer,"2,000-2,500","Software Developers, .NET platform , bootstrap. The 3 vacancies are there to invite the candidates. Candidates hand-on ReactNative will be preferred.",None,None,3/12/21
Web Designer & Developer,Sharjah,Anamtech,None,Analysing ecommerce data of our branded website and implement measure that promote and improve the presence on the web. A strong eye for visual composition.,None,2,3/8/21
Web Developer,Sharjah,RTC-1 Employment Services,None,"40 years and below • Bachelor’s Degree in Computer Science, Programming or Web Development • At least 3 years of work experience in the UAE, AWS experience is a…",None,None,2/16/21
WEB MOBILE APPLICATION DEVELOPER,Sharjah,Gulf Asian English School,None,"Requires strong knowledge and experience in UNITY 3D App Developer with excellent grasp of C#, JAVA, ASP.NET, PHP, HTML5, JQuery, CSS Bootstrap and SQL.",None,None,2/16/21
Details,Sharjah,University of Sharjah,None,"Academic Applications Analyst (Smart Apps Developer). Integrate web solutions with Mobile Apps. Practical experience on web and App design tools (Html5, CSS,…",None,None,3/18/21
IT Developer,Sharjah,Precycle Group,None,"B) 2 – 4 Years of hands on experience in developing Web applications. C#, ASP .Net, AJAX, JavaScript, XML, SQL Server Database Server, SQL Server Mobile Edition…",None,None,2/16/21
website design & development,Sharjah,HM - Web design,None,Full Time web designer & developer is required with the following skills & qualification : 1-Diploma / Bachelor degree in related field .,None,&2,3/15/21
WEB DEVELOPER,Sharjah,Agile Consultants,None,"3-5 years relevant experience as a Web Developer in the same role in the UAE. Degree in Computer Science, Programming or Web Development.",None,None,2/16/21
PHP Developer,Sharjah,Asas Gen. Tr. LLC,"2,500","This person to build and maintain high-performance web application. Experience with web services such as REST, SOAP and API development.",None,None,3/12/21
Raster Product Engineer - Imagery Web GIS,Sharjah,"ESRI, Inc.",None,Fundamental understanding of web services. AGOL enables GIS in the web environment. 2+ years of industry experience building web applications.,None,None,3/3/21
REACT JS DEVELOPER,Sharjah,BFL,None,"5+ years’ working experience as a React.js Developer. Knowledge of modern authorization mechanisms, such as JSON Web Token. GIT experience is a must.",None,3,3/10/21
Mobile Applications Developer / Hybrid Developer,Sharjah,Unique Computer Systems,None,Experience integrating with web services via SOAP or RESTful APIs. Experience in development of native apps and web apps for Android or iOS is a huge plus.,None,None,2/16/21
Python Developer,Sharjah,"ESRI, Inc.",None,"Understanding of REST APIs and web programming using Python. Familiarity with developing add-ins, geoprocessing tools, or extensions using ArcGIS developer APIs…",None,None,2/16/21
Java Applications Developer,Sharjah,Unique Computer Systems,None,"Working knowledge of Stripes/Struts framework. Experience in developing web-services (i.e., JAX-WS, JAX-RPC and REST based). Experience in using Java Mail APIs.",None,None,2/16/21
REACT NATIVE DEVELOPER,Sharjah,BFL,None,"Knowledge of modern authorization mechanisms, such as JSON Web Token. Interact with development teams to develop a strong understanding of the product and…",None,3,3/10/21
IT Project Leader,Sharjah,Precycle Group,None,B) 5 – 7 Years of hands on experience in developing Web / Windows / Mobile applications. C) 1-3 Yrs of experience as a Team Lead for a team of minimum 5…,None,None,2/16/21
Digital Marketing Executive,Sharjah,Al Najma Al Marofah Computer Tr. LLC (Anamtech),None,"Urgent Required Website Developer cum Digital Marketing Executive!!! Must know HTML, CSS, JavaScript, PHP and other web design coding languages.",None,None,2/16/21
Senior Full Stack Engineer,Sharjah,Crescent Petroleum,None,"We are looking for a Full Stack Senior Developer with a focus on modern JS Frameworks (Node.js & React/Vue.js), responsible for building scalable web…",Senior,None,2/16/21
Full Stack Web Developer,Ras al-Khaimah,New Land Central AC LLC,"3,000-5,000","Required Full Stack Web Developer who also know Web & Graphic Designer, Video editing to work as full time in a Company in Ras Al Khaimah.",None,3,3/9/21
Software Developer (Java/HTML/LAMP),Ras al-Khaimah,DomainDiscounter,None,"Experience with LINUX web servers. Vast experience in the latest web technologies such as AJAX, xHTML, JavaScript, XML, Java Servlets, JSP, and PHP;",None,None,3/7/21
PHP Web Developer,Umm al-Quwain City,HASH INCLUDE,"2,000-5,000",You will be responsible for developing UI/UX as per the design for Websites. You must have a good understanding of the database.,None,1,3/6/21
