Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Marketing Communications Officer,Dubai,The Emirates Group,None,Escalate any issues or concerns to the Manager. Support Marketing Manager with all invoicing and supplier management requirements.,None,None,2021-03-15
Manager - CX Solutions,Dubai,Majid Al Futtaim,None,Well versed with project management processes and certified in PMP Project Management or equivalent. Extensive experience and ability to lead large-scale…,None,None,2021-03-12
Planning Manager,Dubai,Al-Futtaim,None,By attending project meetings and monitoring progress of assigned projects to capture major programme issues in coordination with Project Team.,None,None,2021-03-07
Compliance and Assurance Manager,Dubai,Bupa Global,None,Provide technical knowledge and support on key projects. Track and implement regulatory change as part of a project team. We are a health insurer and provider.,None,None,2021-03-19
"Interior Design Group Leader | IKEA | Jebel Ali, Dubai",Dubai,IKEA,None,Project management and store layout experience. Design and implements the changes in the restaurant interiors as and when required by the Store Manager and the…,None,None,2021-03-20
Engineering Manager,Dubai,SUEZ,None,Project Engineering Manager Requirements and Qualifications. Project Engineering Manager Duties and Responsibilities. Who are we looking for?,None,None,2021-02-20
"Manager, Forensic Technology/ eDiscovery",Dubai,Alvarez & Marsal,None,"It is the A&M way. It runs through how we recruit, develop employees, conduct business, support clients, and partner with vendors.",None,None,2021-03-04
Business Development Manager,Dubai,Meridian IT Solutions,"6,000","Brainstorming with the business development team to create new project strategies. Proven working experience as a business development manager, sales executive…",None,None,2021-02-22
PR&I Account Manager,Dubai,"The Ogilvy Group, LLC",None,Owning project management/workflow system data entry and reporting. Identifying potential project risks and developing contingency plans.,None,None,2021-03-17
Universe Manager - Decathlon,Dubai,Azadea,None,"Collective Game, Project oriented, Athlete/ambassador, Enthusiastic, Contributor, Empathic, Entrepreneur and responsible. Previous experience in sports goods.",None,None,2021-02-27
BMS Offering Manager - HBT,Dubai,Honeywell,None,The future is what we make it. Proven track record of leading projects / product launches. We are currently seeking a motivated and hardworking individual to…,None,None,2021-02-20
Delivery Lead - ERP & EPM Systems,Dubai,Majid Al Futtaim,None,Coordinate efforts with Project Managers to ensure no operational issues. Shown his versatility by taking up varied challenges and playing a range of hands-on…,None,None,2021-03-15
Logistics Area Manager UAE,Dubai,Q-Express Documents Transport,None,"Prioritize projects and software feature requests, evaluate and set stakeholder expectations. Join the Ops Integration team as Transportation Area Manager in…",None,None,2021-02-20
Marketing Communications Executive,Dubai,The Emirates Group,None,"Manage and/or support with the traffic of jobs through the design studio, allocating projects to each designer based on time and availability.",None,None,2021-03-15
Operations Intern,Dubai,Pyypl Ltd.,None,"Fresh Graduate - BBA - Sales and Marketing, Project Management, Supply chain Management, IT and Operations Management. Can speak Urdu / Hindi / English.",None,None,2021-03-15
Maketing & Operations Manager,Dubai,SIGNATURE TECHNOLOGY DMCC,None,"Excellent IT skills, especially with project/tasks management and communication software tools. Analytics software (Google Analytics, Google Tag Manager,…",None,4,2021-02-23
Information Security - Assistant Manager,Dubai,Deloitte,None,Participate with project teams related to information security requests and projects. Manage and work on projects with well-defined and trackable project plans.,None,None,2021-02-24
Public Relations Internship,Al Barsha,Global Student Accommodation,None,Collaborate with the Sales & Marketing team on key projects which includes the upcoming brand project. Ability to juggle multiple projects simultaneously.,None,None,2021-03-18
Manager - Technology & Platform Services,Dubai,Majid Al Futtaim,None,"Oracle e-business Suite (Finance, Procurement, Projects and payroll). The Role will be responsible for planning, executing, and managing a portfolio of IT…",None,None,2021-03-12
System Administrator – SCCM and Windows,Dubai,Intertec Systems,None,Participate in IT projects and act as a Project Manager on certain projects. Experience working With Help of Local IT team for handling the reboot will be for…,None,None,2021-03-11
Oliver Wyman - Talent Management Coordinator - Dubai,Dubai,Marsh and McLennan,None,Managing consultants’ vacation approvals and project extensions. You’ll seek this informal feedback every 2-3 months on longer client projects.,None,None,2021-02-24
"Sr. Program Manager, After Market Services (MENA)",Dubai,Amazon Middle East and NA FZ,None,"Demonstrated ability to conceptualize, manage, and prioritize projects. Program Manager to join the After Market Services (AMS) business. Key traits of AMS PM.",Senior,None,2021-03-22
GCC Biologics Medical Manager,Dubai,AstraZeneca,None,"Provide effective Medical/clinical trainings (basic science and disease knowledge, drug profile, clinical data) to internal colleagues in line with expressed…",None,None,2021-02-22
District Sales Manager - Lower Gulf,Dubai,Amgen,None,District Sales Manager - Lower Gulf. It is key to our becoming one of the world’s leading biotechnology companies. HOW MIGHT YOU DEFY IMAGINATION?,None,None,2021-03-18
Clients & Industries – Assistant Manager,Dubai,Deloitte,None,"Possess strong project management/reporting skills. As a Clients & Industries Assistant Manager, you will work alongside the Middle East C&I Leadership team to…",None,None,2021-03-13
Events Manager Near East. Based in Lebanon,Dubai,Merck KGaA,None,"Perform other duties and projects as assigned. Exceptional analytic, project management, and relationship skills. Thorough knowledge of the P2P process.",None,None,2021-03-15
"Manager, Enterprise Technology",Dubai,Zayed University,None,"The Information Technology Department seeks an incumbent of EnterpriseTechnology Manager to Project management for special IT projects thatrequire analysis,…",None,None,2021-02-20
Business Strategy Manager,Dubai,Deliveroo,None,Cross-department project management based work. The Business Strategy Manager will be part of the Deliveroo UAE Management team and will report directly to our…,None,None,2021-02-20
HR Manager,Dubai,First Response Healthcare LLC,None,"We are currently hiring for an HR Manager. If you are someone who is looking to give your career the right boost, we have all it needs.",None,None,2021-02-20
Finance Manager,Dubai,Robert Half United Arab Emirates,None,Review the progress payment claims from contractors against terms of contracts and project completion. Due to an internal move my client is looking to recruit a…,None,None,2021-03-22
Information Technology (IT) Internship - Summer 2021,Dubai,Procter & Gamble,None,Your Role as an Intern in IT: IT 00003129 We are looking for Students: Responsibilities as of Day 1 - you will feel the ownership of your project from the…,None,None,2021-03-11
Facility Manager,Dubai,PREMIER CONSTRUCTION,None,"MUST have 3+ years working as Facilities Manager or Assistant Facilities Manager. Implement continual improvement initiatives, projects and programs across all…",None,201,2021-02-20
Manager - Digital Solutions,Dubai,Majid Al Futtaim,None,"Identify potential risks in projects and mitigate them in coordination with Project Managers and Management. Arrange, Participate project review meetings.",None,None,2021-03-12
Talent Business Partner,Dubai,GroupM,None,Strong consultative skills to partner with hiring managers and convert candidates. Exceptional attention to detail and ability to manage multiple projects…,None,None,2021-03-18
Account Manager - Mid-Enterpise,Dubai,Genome Technology Consultants,None,Driving revenues through new account and project acquisition. Track record in closing major end user projects. Meeting quarterly targets and objectives.,None,None,2021-03-03
"Head of Customer Support, META",Dubai,Kaspersky Lab,None,Project management experience is necessary. Solid background in IT Security. Technical Account Manager or similar experience is a must.,None,None,2021-02-20
System Administrator – Windows and Azure,Dubai,Intertec Systems,None,Participate in IT projects and act as a Project Manager on certain projects. System Administrator will work closely with internal IT teams supporting…,None,None,2021-03-11
"Sr Manager, IT Governance",Dubai,Marc Ellis Consulting,None,"Good knowledge in different IT process models (ITIL / ISO / COBIT etc.). 5+ years of experience working in leadership role IT Security, Risk and Governance.",None,None,2021-02-20
Partner Account Manager,Dubai,Hitachi Vantara Corporation,None,Highlighting total IT usage and potential expansion. Managing new projects and opportunities by establishing clear leadership and orchestration of opportunity…,None,None,2021-03-20
Category Manager - Regional,Dubai,Talabat,None,"You have built teams and led cross-functional projects at scale. Our mothership Delivery hero is the leading online food delivery player in MENA, with well…",None,None,2021-03-09
Product Owner,Dubai,Emirates NBD,None,IT Digital Office Operations Risk Audit. Manage all the projects that are currently being taken up by Cash Management department for Corporate Clients.,None,None,2021-03-22
Outbound Program Manager,Dubai,Amazon Middle East and NA FZ,None,"2+ years’ of Outbound or CRM experience managing cross-functional projects including user segmentation, A/B testing and customer lifecycle journey.",None,None,2021-02-20
"Finance Manager - Systems,Process&Audit",Dubai,Al-Futtaim,None,Provide support and project manage the end to end life cycle management whilst partnering with IT teams. Finance Manager – System & Process Compliance.,None,None,2021-03-05
HR & Membership Journey Manager,Dubai,Emirates Nature-WWF,None,Support all line manager in being knowledgeable about the HR Policy. Recommend development opportunities for staff and line manager following yearly and interim…,None,None,2021-02-20
Project Manager E Commerce,Dubai,Mbr Headhunters,None,Specifying and managing brand website development projects. You will be a strong Project Manager with an analytical mind-set as you will translate website data…,None,None,2021-02-20
Account Manager Strategic Partnerships - Middle East & Afric...,Dubai,Booking.com,None,Detail-oriented and organized with strong project management acumen. We make it easier for everyone to experience the world. The world is waiting for us.,None,None,2021-03-18
Sales Manager - Dubai,Dubai,Caduceus Lane,None,IT literate with strong analytical skills. Caduceus Lane is looking for a professional Sales Manager who will partner with and ensure the long-term success of…,None,None,2021-03-12
Account Manager,Dubai,PSdigital,None,"Ability to multi-task across multiple projects. Suggest, design and implement digital projects to increase customer ROI. Excellent and intuitive people skills.",None,None,2021-02-20
Business Development Manager,Dubai,MILSERVE,None,"You will be responsible for identifying & securing projects for the business. If you think you have what it takes to be part of the MILSERVE team, you can apply…",None,None,2021-02-20
Senior Engineering Manager,Dubai,Talabat,None,"Aligns with other teams on project scope, domain and boundaries. Analyzes and identifies possible project delays and reports to stakeholders.",Senior,None,2021-03-09
Brand Manager,Dubai,Al-Futtaim,None,"Brand Manager | Kiabi | Dubai. Managing market entry and store opening projects with corporate and principal provided resources, ensuring compliance to…",None,None,2021-02-20
ERP Business Development Manager,Dubai,FACTS Computer Software House LLC,None,"The ideal candidate should be an IT /Accounting graduate/MBA/B. Preparing Software Proposal precisely and accurately considering it as a legal contract, clearly…",None,None,2021-03-16
Software Engineering Immersive Instructor,Dubai,Adecco Group Internal,None,Guide students through development of a stellar final project that will showcase their abilities to hiring managers. We are looking for instructors:,None,None,2021-03-20
Branch Accounting Manager,Dubai,Al-Futtaim,None,Proficiency in MS Office (Word/ Excel/ PowerPoint/MS Projects). Branch Accounts Manager | FAMCO | Al Futtaim Automotive | Dubai.,None,None,2021-03-09
"Marketing Manager - GCC | IKEA | Service Office, Dubai",Dubai,IKEA,None,You have the ability to effectively juggle multiple projects at one time. Family manager/Local Marketing Manager in the area of competence and succession (i.e.,None,None,2021-03-10
Training Coordinator,Dubai,Deloitte & Touche (M.E.),None,The successful applicant will work closely with and report remotely to the Regional Learning & Development Manager based in the Middle East.,None,None,2021-02-22
Programme Manager,Dubai,Majid Al Futtaim,None,Lead a team of project managers. Provide leadership and motivation to project team members throughout the project life cycle and confer with project staff to…,None,None,2021-03-11
Project Manager,Dubai,itForte,None,"The candidate exercises direct accountability for multiple projects at one-time, hence coordinating with respective technology project managers and business…",None,None,2021-02-20
Manager - Food Strategic Projects,Dubai,Careem,None,You leverage all stakeholders' resources and knowledge and utilize it to deliver better solutions. Work closely with the Service Owner to steer implementation…,None,None,2021-02-20
PRODUCT DEVELOPMENT MANAGER (30164),Dubai,Nadia,None,"Our client, one of the well-established IT Consultancy firms based in Dubai is looking for a Product Development Manager. Minimum 6 Years of related experience.",None,None,2021-03-19
Senior Manager - IT for an Education company,Dubai,itForte,None,The role of Senior Manager - IT is to develop and implement strategies for all Information Technology (IT) solutions including: O Faculty and Course Scheduling.,Senior,None,2021-02-20
"Manager, Product Analytics (Strategy)",Dubai,NSI & Bluefin Talent,None,"Focusing exclusively on Financial Services, IT and Risk. Work on strategic projects that have the highest business impact.",None,None,2021-03-17
Chartering Manager,Dubai,Petrochem Middle East,None,Coordinate with agency and operations on all aspects of joint projects and initiate any enhancements that will influence customers’ satisfaction.,None,None,2021-02-25
Contracts Manager,Dubai,Wood Plc,None,S/He will attend periodic project reviews to be informed of the project status at all times. Provide the necessary support to Project Director to conveniently…,None,None,2021-02-22
Partner Enablement Manager (PEM) - MEA,Dubai,Amazon Web Services MENA FZ,None,5+ years demonstrated project management skills across multiple projects. Here's your chance to join our Training & Certification team working in the highly…,None,None,2021-03-09
Application Project Manager,Abu Dhabi,GIBRALTAR TECHNOLOGIES LLC,None,Cover the functions of Systems & Applications and IT Infrastructure functions in SF. Cover/oversee the Infrastructure function too - This could evolve as an…,None,&5,2021-03-19
IT Manager,Abu Dhabi,ParkerConnect,None,Prepares overall IT budget as part of annual budgeting cycle and obtains necessary approval for it. Monitors all IT projects and develops proposal to Top…,None,None,2021-03-11
TECHNICIAN (IT/ELV Systems),Abu Dhabi,Golden Shield Security and Safety Systems,"3,000-4,000",Will have to work under the directions of the Project Manager. Diploma or Certificate in Electrical / Electronic / Engineering / IT.,None,,2021-03-17
Project / Scheduling Manager,Abu Dhabi,AAR Corp.,None,Experience as a Scheduler or Project Manager. Reports to the Senior Program Manager. The Project Manager will coordinate efforts providing focus on reducing…,None,None,2021-02-20
Project Manager,Abu Dhabi,Axiom Technologies,None,Project Manager is responsible for developing and managing the overall scope and for performance of the project to meet the project’s goals and objectives.,None,None,2021-02-20
Customer Service Representative,Abu Dhabi,"Hill International, Inc",None,Coordinate with the IT team to ensure that there is technical support before the meeting and ensuring that the daily inspections from IT are done so that the…,None,None,2021-03-17
Service Delivery manager (IT Division),Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,Managed IT operations and IT service delivery based on industry leading frameworks of ITIL. Developed Power BI Dashboards upon ITIL Framework for monitoring…,None,None,2021-02-20
IT Manager,Abu Dhabi,Al Fanar General Contracting LLC,None,Monitor system security of all IT. Cost control and management of IT scope. Experience leading projects through all phases of the lifecycle.,None,None,2021-02-25
Product Manager,Abu Dhabi,Anghami,None,"It is as social as it is personal. Someone who believes projects are a living thing, by delivery and iterating to make it better. Who we are looking for:",None,None,2021-03-19
Project Manager - Joinery,Abu Dhabi,United Al Saqer Group,None,We are recruiting a Project Manager to join our exceptional Royal Joinery. Previous experience with large projects. Follow up for preparation and approval on:,None,None,2021-02-20
ASSISTANT HOUSE MANAGER (30101),Abu Dhabi,Nadia,None,Ability to work on a variety of projects simultaneously Ability to work on a variety of projects simultaneously. Native English speakers are welcome.,None,None,2021-02-21
Camp Boss,Abu Dhabi,NCSF NATIONAL CATERING AND FOODSTUFF LLC,None,To report directly to the Project Operation Manager for the day-to-day operations. To maintain and monitor the food cost and other services provided as per the…,None,None,2021-03-12
Procurement Manager - Joinery,Abu Dhabi,United Al Saqer Group,None,Project estimation and budget preparation for turnkey projects. As a Procurement Manager( Joinery). Also Co-ordinate with all department Managers to discusses /…,None,None,2021-03-08
Contract Manager VESE - EGA,Abu Dhabi,Veolia,None,"IT Skills in the use of Microsoft Google Suite and Microsoft Office, including Microsoft Project. Produce requested reports when required by the General Manager…",None,None,2021-03-04
General Manager - Abu Dhabi,Abu Dhabi,National Oilwell Varco,None,"An effective General Manager can identify problems, think strategically/tactically/technically, solve problems and implement solutions. At 120 days and beyond:",None,None,2021-03-01
Senior Project Manager,Al-Ayn,United Arab Emirates University,None,Project leadership in an IT and engineering environment is preferred. Leading projects via effective Change Management tools and methodology.,Senior,None,2021-02-20
Applications Manager,Abu Dhabi,twofour54,None,At least 5 years’ experience in IT projects. Ensure IT Application projects are delivered as specified and on time with the quality expected.,None,None,2021-02-20
Digital Manager,Abu Dhabi,Farah Experiences,None,"Engaged in all projects, workflow, electronic forms, and Special Digital Projects including but not limited to My Pass enhancement/frictionless.",None,None,2021-03-03
[NON IT] Project Manager - PMO- Healthcare,Abu Dhabi,Marc Ellis Consulting,None,"End- end delivery and management of projects, people. End- end delivery and management of projects, people.",None,None,2021-02-20
Senior Document Controller - Local,Abu Dhabi,Worley,None,"Minimum of 10-year project experience in preparation of Project documentation dossiers. To act as the focal point for the receipt, registering, sorting,…",Senior,None,2021-03-18
Operations Manager,Abu Dhabi,Alpin Limited,None,Coordinate and manage project tasks to ensure project delivery within allocated budget and timelines; Lead team in carrying out specific global and local…,None,None,2021-02-20
• IT Project Manager – Software Development (Arabic speaker),Abu Dhabi,Black Pearl Consult,None,Ideally with project management certification or proven experience in the implementation of various IT projects.,None,None,2021-02-20
Area Manager,Abu Dhabi,Q-Express Documents Transport,None,"Ability to work for different managers: Experience defining projects, collecting requirements, designing process solutions.",None,None,2021-02-20
Principal Project Control Specialist,Abu Dhabi,Worley,None,"Project Set-Up - working with project management, system administration and document controls to develop a project set-up that facilitates both internal and…",None,None,2021-03-08
HR Assistant/Coordinator,Abu Dhabi,Alpin Limited,None,"Administrative and IT Support (General – to be managed in conjunction with IT); The Abu Dhabi midfield Terminal Building, The Msheireb urban redevelopment…",None,None,2021-02-20
Project Director (Digital Transformation),Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,"Represent the programme, project at internal/external project meetings and events as appropriate. Establish project teams, co-ordinate staff engaged in project…",None,None,2021-02-20
Operation Executive - Joinery,Abu Dhabi,United Al Saqer Group,None,"And individuals (clients) along with Project Managers as required. Experience in project coordination, correspondences, etc.",None,None,2021-02-20
Strategy& Middle East - Manager,Abu Dhabi,Strategy&,None,"Managers direct and lead teams, demonstrating strong project and people management skills. A Manager will typically have: A Manager should be comfortable at:",None,None,2021-02-20
Strategic Business Consultant (Project Specific Consultant),Abu Dhabi,Alpin Limited,None,"Strategic Development Manager and/or Principal Consultant. The Abu Dhabi midfield Terminal Building, The Msheireb urban redevelopment project, Johnson Controls…",None,None,2021-02-20
Business Center Manager,Abu Dhabi,"Hill International, Inc",None,"Hill International is an international construction-consulting firm that provides program and project management, construction management, cost engineering and…",None,None,2021-02-20
Administrative Coordinator - Residential Education (Fixed Te...,Abu Dhabi,NYU Abu Dhabi,None,Interns can assist with various projects throughout the year. Assist the Manager in supervising the Cultural Advisor (CA) program.,None,None,2021-03-01
General Supervisor,Abu Dhabi,Styro Insulations Materials Ind. LLC,None,It is therefore considered the number one EPS manufacturer in the region as the market leader and main supplier of all EPS products.,None,None,2021-03-17
"Interface, Integration, stakeholder Manager",Abu Dhabi,Axiom Technologies,None,"Report any unresolved discrepancies to the project manager who will then take high-level actions to resolve them, or escalate them (The same way the project…",None,None,2021-02-20
Manager-Threat Intelligence,Abu Dhabi,Digital14,None,"Lead and contributes practically in key projects. At Digital14, trust is at the heart of everything we do just because it is essential to every part of our…",None,None,2021-02-20
Campus Physical Development Manager,Abu Dhabi,Zayed University,None,"Conversant in using IT applications, MS Project. Prepares project specifications and initialdrawings where possible, and discusses the project withconsultants…",None,None,2021-02-20
Global Account Manager - Manager/Senior Manager,Abu Dhabi,Deloitte,None,Clients & Industries - Global Account Manager - Deloitte Middle East - Manager/Senior Manager. Possess strong project management/reporting skills.,Senior,None,2021-03-04
Planner,Abu Dhabi,Hatch,None,Meet Functional Managers to finalize FEL4 project set-up schedule (using standard template). Conduct interactive planning meeting with Functional Managers to…,None,None,2021-03-11
Executive Business Coordinator,Abu Dhabi,Alpin Limited,None,"Filing of project contracts and other legal documents) – both hard copy and on Cloud system; Review with the Accountant the status of each contract, initiate…",None,None,2021-02-20
Senior Contract Engineer,Ruwais,Worley,None,B Sc in Engineering discpline or equivalent with at least fifteen (15) years experince in EPC contract development and administration in the OIl and Gas…,Senior,None,2021-03-22
