Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Opportunity for Senior ISO Advisory Implementation Consultan...,Abu Dhabi,Adecco,None,"Senior ISO Advisory Implementation Consultant. Has possibly performed a risk assessment, BIA and IT Governance or assisted.",Senior,None,2021-03-16
Sales Executive,Abu Dhabi,NOBLE INFO TECH LLC,None,Strengthening business relations with the existing clients and establishing relationships with MEP and Consultants ELV Systems. Able to achieve monthly target.,None,2,2021-03-09
Power App Junior Consultant,Abu Dhabi,NEXT IT & SYSTEMS,None,"Min 3 years experience in application development. Worked on at least 1 power app project. Must be expert in all components of power app such as Canvas App,…",Junior,None,2021-03-01
Data Analytics Intelligence Consultant,Abu Dhabi,Marc Ellis Consulting,None,§ Co-ordinate and ensure proactive steps are taken to work with Group IT and other stakeholders of the compliance system projects to draw BRD/FSD to ensure fit…,None,None,2021-02-21
Marketing & Portals Coordinator,Abu Dhabi,Betterhomes,None,"As a leading real estate company in Dubai and the UAE, Betterhomes is backed by a team of certified and specialised consultants who stand ready to serve your…",None,None,2021-02-21
Campus Physical Development Manager,Abu Dhabi,Zayed University,None,"Conversant in using IT applications, MS Project. Regular interaction with Campus PhysicalDevelopment Office, Purchasing, suppliers, consultants and…",None,None,2021-02-21
Temporary Recruiter - Healthcare,Abu Dhabi,Black Pearl Consult,None,Black Pearl is currently growing its team of consultants. Obtaining detailed assignment information from Key Account Manager and utilize it to provide effective…,None,None,2021-02-21
Project Director (Digital Transformation),Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,Experience at Program manager Level with Big four Consultants. Work with IT Digital Operations team to regularly monitor and review performance against SLAs.,None,None,2021-02-21
Data Analyst,Abu Dhabi,Talent Zone Consultants,None,"About Company Talent Zone Consultant. Reporting Manager Head of Data Science. Job Location Abu Dhabi, United Arab Emirates.",None,None,2021-02-21
Oracle Fusion Financials/Procurement,Abu Dhabi,KPMG,None,"Oracle Fusion Financials Senior Consultant. Oracle ERP Cloud Procurement Functional Consultant with experience in (Purchasing, Self Service, Contracts Supplier…",None,None,2021-02-21
Vice Chancellor,Al-Ayn,United Arab Emirates University,None,It aims to move into the top 200 in its next phase of development. The University has appointed executive search consultants Korn Ferry as an adviser for this…,None,None,2021-02-21
Real Estate Agent,Abu Dhabi,"Home Land - The World of Home, Land & Property",None,"This is the only hybrid mobile app, which is promoting Home, Land and Property worldwide and bringing everything on fingertips i.e. Buy, Sell, Rent, Exchange,…",None,None,2021-03-12
Cyber Risk - Cyber Applications - Oracle Specialist,Abu Dhabi,Deloitte,None,"During your tenure as an Oracle specialist Consultant in Cyber Service line , you will demonstrate and develop your capabilities in the following areas:",None,None,2021-03-10
Murex Finance BA,Abu Dhabi,Luxoft,None,The Murex BackOffice Business Analyst will be required to be part of GM IT Finance Squad responsible to provide IT services to Global Markets Finance team.,None,None,2021-02-21
"Delivery, Testing & Commissioning, System Manager",Abu Dhabi,Axiom Technologies,None,Serve as a technical consultant for major transit system projects. Axiom Technologies is an Australian based entity with the history of providing Managed IT…,None,None,2021-02-21
Real Estate Broker,Abu Dhabi,Property Shop Investment LLC,None,"Property Consultant to assist clients in making sound property investment decisions. Ultimately, an exceptional Property Consultant should be able to…",None,1,2021-03-01
PROJECT ENGINEER & MANAGEMENT OFFICER,Abu Dhabi,Profile Middle East,None,Ability to manage specialized consultants for works that require approvals from government entities. Responsible for the efficient execution of the project to…,None,None,2021-02-21
Facades Project Manager,Abu Dhabi,Sustainable Recruitment Solutions,None,Hands on role in developing system drawings and specifications - sometimes tasks will be delegated to junior colleagues but it is essential that applicants have…,None,None,2021-02-21
Sr. Project Engineer,Abu Dhabi,Styro Insulations Materials Ind. LLC,None,"Liaise with consultants, subcontractors, supervisors, planners, quantity surveyors and contractors. It is therefore considered the number one EPS manufacturer…",Senior,None,2021-02-21
Product Manager,Abu Dhabi,Talent Zone Consultants,None,"Industry IT Software - System Programming. About Company Talent Zone Consultant. Understand Artificial Intelligence, Machine Learning and Natural Language…",None,None,2021-02-21
Assistant / Associate / Full Professor,Al-Ayn,United Arab Emirates University (UAEU),None,Hold a valid consultant licensure in country of qualification and/or be able to obtain in the UAE to provide patient care service and clinical teaching at the…,None,None,2021-02-21
MASON,Abu Dhabi,MERAKI TOURS N TRAVEL & VISA CONSULTANT,"1,300","It is an 12 hour job , OT will be provided as per the work load. It is full time job of Mason, person should well trained for the dutities of Mason,.",None,None,2021-02-21
Network & Security Architect,Abu Dhabi,Marc Ellis Consulting,None,Excellent in IT security Design and documentation. Senior Level consultant with demonstrable experience of Network Access Solutions.,Architect,None,2021-02-21
"Research, Programming and Business Development Manager",Abu Dhabi,Black Pearl Consult,None,"To facilitate the development of organization’s strategic plan with Founder and external consultant. Manage relationships with the required external experts,…",None,None,2021-02-21
Power App Senior Consultant,Abu Dhabi,NEXT IT & SYSTEMS,None,"Min 5 years experience in application development. Worked on at least 1 power app project. Must be expert in all components of power app such as Canvas App,…",Senior,None,2021-03-01
Home Care Nurse (HAAD Certified) Opportunity with Leading Ho...,Al-Ayn,Omni International,None,"For over 15 years Omni International Consultants has supplied high caliber personnel to the global Construction, Aviation, Banking, Logistics, IT, Hospitality,…",None,None,2021-02-21
Assistant / Associate / Full Professor - Emergency Medicine,Al-Ayn,United Arab Emirates University (UAEU),None,"Minimum Qualification - Candidates for this position must - Hold an MD or MBBS degree - Demonstrate evidence of advanced training, and have certification…",None,None,2021-02-21
Specialist Dermatologist (HAAD licensed / Passer),Abu Dhabi,Davidson Management Consultants,None,"Employing thousands of healthcare professionals within UAE, this private group of hospitals is a pioneer in cutting edge healthcare services in the region and…",None,None,2021-02-21
Full stack developer,Abu Dhabi,Talent Zone Consultants,None,About Company Talent Zone Consultant. Industry IT Software - Application Programming / Maintenance. § A full stack engineer should be gifted at all layers of…,None,None,2021-02-21
"Clinical Psychologist, CAMHS",Abu Dhabi,MPA Recruitment,None,It will also be beneficial in you have Arabic language skills. This means your details will be entered into MPA Recruitment’s database and our consultants may…,None,None,2021-03-16
Enterprise Architect,Abu Dhabi,Talent Arabia,None,"O Guide & mentor a team of analysts & consultants. Strong understanding of IT policies, procedures and processes – drive & govern implementation of policies and…",Architect,None,2021-02-21
"Assistant, Associate or Full professor",Al-Ayn,United Arab Emirates University,None,Research productivity is an integral part of these positions as it is a major requirement for promotion and contract renewal.,None,None,2021-03-02
Senior Geotechnical Design Engineer,Abu Dhabi,NMDC,None,Review and approve geotechnical design developed by third party consultants. Assist Engineering Manager in design and evaluation of tender proposal and/or…,Senior,None,2021-02-21
Microsoft dynamics CRM Technical Consultant,Ajman,ECS ME LLC,None,Microsoft dynamics CRM Technical Consultant. Regular communicates with team and Chief IT officer and keep team well informed of changes.,None,None,2021-03-12
MS Dynamics 365 Finance and Operation Technical Consultant,Ajman,ECS ME LLC,None,"Ability to work independently as well as collaborating with end users, managers, and fellow members of the IT Team. Performing other related duties as required.",None,None,2021-03-12
Ms Dynamics AX Technical,Ajman,Future Focus Infotech,None,Skill- Dynamic Axapta Technical Consultant. Note we have both Technical as well as functional role for 4 position. Kindly refer your friends as well.,None,None,2021-03-07
Civil Engineer,None,Mustaqbal emaar construction,None,"Liaising with architects, subcontractors, consultants, co-workers and clients. Monitoring project progress and ensuring it meets legal and health and safety…",None,None,2021-03-20
IT Engineer - Male,Sharjah,M.Gheewala Global HR Consultants,None,"M.Gheewala Global HR Consultants, an ISO Certified 9001: At M.Gheewala Global HR Consultants, we transform this into an art worth emulating.",None,None,2021-02-21
SALES EXCECUTIVE TELECOM PROFFESSIONAL,Sharjah,SPECTRUM NETWORKS LLC,None,IT company is looking for an Sales executive for the role of a Sales Account Manager to manage Enterprise Customers for their IT needs.,None,None,2021-03-21
Emergency Medicine Consultant - International Hospital,Sharjah,Omni International,None,"For over 15 years Omni International Consultants has supplied high caliber personnel to the global Construction, Aviation, Banking, Logistics, IT, Hospitality,…",None,None,2021-03-12
SAP Specialist,Sharjah,The Rekruiters,"16,000","Bachelors in IT, Computer Science or relevant field, SAP Certificate. To support end users & coordinate with support consultants to resolve incidents and…",None,None,2021-03-01
Respiratory Therapist Opportunity with International Hospita...,Sharjah,Omni International,None,"For over 15 years Omni International Consultants has supplied high caliber personnel to the global Construction, Aviation, Banking, Logistics, IT, Hospitality,…",None,None,2021-02-21
Consultant- Emergency Department,Sharjah,Pulse Middle east,None,It is also a centre for undergraduate and postgraduate medical training. It is situated only 10 miles North of Dubai and is decorated with steeped history and…,None,None,2021-02-21
ICU Consultant Opportunity with International Hospital,Ras al-Khaimah,Omni International,None,"For over 15 years Omni International Consultants has supplied high caliber personnel to the global Construction, Aviation, Banking, Logistics, IT, Hospitality,…",None,None,2021-02-21
VIDEO EDITOR,Ras al-Khaimah,Agile Consultants,None,"Splice raw film footage together from various sources and shoots, and combine it with other scenes to create a cohesive story.",None,None,2021-02-21
Construction Manager (Earthworks),Ras al-Khaimah,Big Fish Recruitment,None,Knowledge Big Fish consultants specialise in their fields and have extensive experience in the region and beyond. Maintain relationships with the public;,None,None,2021-02-21
